Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
22153,,EA,Mareco,"University of Western São Paulo (UNOESTE), Presidente Prudente, São Paulo, Brazil.",Brazil,University of Western São Paulo (UNOESTE)
22154,,VB,Santos,"Fisheries Institute (IP-APTA), São Paulo, São Paulo, Brazil.",Brazil,Fisheries Institute (IP-APTA)
22155,,RF,Carvalho,"Department of Structural and Functional Biology, Institute of Biosciences, São Paulo State University (UNESP), Botucatu, São Paulo, Brazil.",Brazil,São Paulo State University (UNESP)
22156,,M,Dal-Pai-Silva,"Department of Structural and Functional Biology, Institute of Biosciences, São Paulo State University (UNESP), Botucatu, São Paulo, Brazil.",Brazil,São Paulo State University (UNESP)
22157,,KM,Davenport,"Division of Animal Sciences, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22158,,MS,Ortega,"Division of Animal Sciences, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22159,,H,Liu,"Division of Animal Sciences, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22160,,EV,O'Neil,"Division of Animal Sciences, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22161,,AM,Kelleher,"Department of Obstetrics, Gynecology, and Women's Health, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22162,,WC,Warren,"Institute for Data Science and Informatics, University of Missouri, Columbia MO 65211.",Columbia MO,University of Missouri
22163,,TE,Spencer,"Department of Obstetrics, Gynecology, and Women's Health, University of Missouri, Columbia, MO 65211.",MO,University of Missouri
22164,,FH,Biase,"School of Animal Sciences, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, USA.",USA,Virginia Polytechnic Institute and State University
22165,,SE,Moorey,"Department of Animal Science, University of Tennessee, Knoxville, TN 37996, USA.",USA,University of Tennessee
22166,,JG,Schnuelle,"Department of Clinical Sciences, Auburn University, Auburn, AL 36849, USA.",USA,Auburn University
22167,,S,Rodning,"Department of Animal Science, Auburn University, Auburn, AL 36849, USA.",USA,Auburn University
22168,,MS,Ortega,"Department of Animal and Dairy Sciences, University of Wisconsin Madison, Madison, WI 53706, USA.",USA,University of Wisconsin Madison
22169,,TE,Spencer,"Division of Animal Sciences, University of Missouri, Columbia, MO 65211, USA.",USA,University of Missouri
22170,,C,Díaz Galván,"Doctorado en Ciencias Agropecuarias, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22171,,ET,Méndez Olvera,"Laboratorio de Biología Molecular, Departamento de Producción Agrícola y Animal, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22172,,D,Martínez Gómez,"Laboratorio de Microbiología Agropecuaria, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22173,,A,Gloria Trujillo,"Departamento de Producción Agrícola y Animal, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22174,,PA,Hernández García,"Centro Universitario UAEM Amecameca, Universidad Autónoma del Estado de México, Amecameca, Mexico.",Mexico,Centro Universitario UAEM Amecameca
22175,,E,Espinosa Ayala,"Centro Universitario UAEM Amecameca, Universidad Autónoma del Estado de México, Amecameca, Mexico.",Mexico,Centro Universitario UAEM Amecameca
22176,,M,Palacios Martínez,"Departamento de Producción Agrícola y Animal, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22177,,A,Lara Bueno,"Universidad Autónoma Chapingo, Texcoco, Mexico.",Mexico,Universidad Autónoma Chapingo
22178,,GD,Mendoza Martínez,"Departamento de Producción Agrícola y Animal, Universidad Autónoma Metropolitana Xochimilco, Ciudad de México, Mexico.",Mexico,Universidad Autónoma Metropolitana Xochimilco
22179,,LA,Velázquez Cruz,"Centro Universitario UAEM Amecameca, Universidad Autónoma del Estado de México, Amecameca, Mexico.",Mexico,Centro Universitario UAEM Amecameca
22180,,B,Spruill-Harrell,"Department of Microbiology, Immunology and Biochemistry, University of Tennessee Health Science Center, Memphis, TN 38163, USA.",USA,University of Tennessee Health Science Center
22181,,A,Pérez-Umphrey,"School of Renewable Natural Resources, Louisiana State University and AgCenter, 227 RNR Building, Baton Rouge, LA 70803, USA.",USA,Louisiana State University and AgCenter
22182,,L,Valdivieso-Torres,"Department of Microbiology, University of Tennessee-Knoxville, Knoxville, TN 37996, USA.",USA,University of Tennessee-Knoxville
22183,,X,Cao,"Department of Nursing-Acute/Tert Care, University of Tennessee Health Science Center, Memphis, TN 38163, USA.",USA,University of Tennessee Health Science Center
22184,,RD,Owen,"Department of Biological Sciences, Texas Tech University, Lubbock, TX 79409, USA.",USA,Texas Tech University
22185,,CB,Jonsson,"Department of Microbiology, Immunology and Biochemistry, University of Tennessee Health Science Center, Memphis, TN 38163, USA.",USA,University of Tennessee Health Science Center
22186,,DCA,Omoga,"Zoonotic, Arbo, and Respiratory Virus Research Program, Centre for Viral Zoonoses, Department of Medical Virology, Faculty of Health, University of Pretoria, Gezina, South Africa.",South Africa,University of Pretoria
22187,,DP,Tchouassi,"International Centre of Insect Physiology and Ecologygrid.419326.b, Nairobi, Kenya.",Kenya,Unparsed
22188,,M,Venter,"Zoonotic, Arbo, and Respiratory Virus Research Program, Centre for Viral Zoonoses, Department of Medical Virology, Faculty of Health, University of Pretoria, Gezina, South Africa.",South Africa,University of Pretoria
22189,,EO,Ogola,"International Centre of Insect Physiology and Ecologygrid.419326.b, Nairobi, Kenya.",Kenya,Unparsed
22190,,GJ,Eibner,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22191,,A,Kopp,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22192,,I,Slothouwer,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22193,,B,Torto,"International Centre of Insect Physiology and Ecologygrid.419326.b, Nairobi, Kenya.",Kenya,Unparsed
22194,,S,Junglen,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22195,,R,Sang,"Centre for Virus Research, Kenya Medical Research Institute, Nairobi, Kenya.",Kenya,Kenya Medical Research Institute
22196,,DCA,Omoga,"Zoonotic Arbo and Respiratory Virus Research Program, Centre for Viral Zoonoses, Department of Medical Virology, Faculty of Health, University of Pretoria, Private Bag X 323, Gezina 0031, South Africa.",South Africa,University of Pretoria
22197,,DP,Tchouassi,"International Centre of Insect Physiology and Ecology, Nairobi P.O. Box 30772-00100, Kenya.",Kenya,Unparsed
22198,,M,Venter,"Zoonotic Arbo and Respiratory Virus Research Program, Centre for Viral Zoonoses, Department of Medical Virology, Faculty of Health, University of Pretoria, Private Bag X 323, Gezina 0031, South Africa.",South Africa,University of Pretoria
22199,,EO,Ogola,"International Centre of Insect Physiology and Ecology, Nairobi P.O. Box 30772-00100, Kenya.",Kenya,Unparsed
22200,,J,Osalla,"International Centre of Insect Physiology and Ecology, Nairobi P.O. Box 30772-00100, Kenya.",Kenya,Unparsed
22201,,A,Kopp,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Chariteplatz 1, 10117 Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22202,,I,Slothouwer,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Chariteplatz 1, 10117 Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22203,,B,Torto,"International Centre of Insect Physiology and Ecology, Nairobi P.O. Box 30772-00100, Kenya.",Kenya,Unparsed
22204,,S,Junglen,"Institute of Virology, Charité Universitätsmedizin Berlin, Corporate Member of Free University Berlin, Humboldt-University Berlin, and Berlin Institute of Health, Chariteplatz 1, 10117 Berlin, Germany.",Germany,Charité Universitätsmedizin Berlin
22205,,R,Sang,"International Centre of Insect Physiology and Ecology, Nairobi P.O. Box 30772-00100, Kenya.",Kenya,Unparsed
22206,,N,Habibi,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22207,,S,Uddin,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22208,,M,Behbehani,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22209,,M,Kishk,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22210,,N,Abdul Razzack,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22211,,F,Zakir,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22212,,A,Shajan,"Environment and Life Science Research Centre, Kuwait Institute for Scientific Research, Safat 13109, Kuwait.",Kuwait,Kuwait Institute for Scientific Research
22213,,H,Cecilia,"INRAE, Oniris, BIOEPAR, Nantes, France.",France,Unparsed
22214,,R,Vriens,"Quantitative Veterinary Epidemiology, Wageningen University and Research, Wageningen, The Netherlands.",The Netherlands,Wageningen University and Research
22215,,PJ,Wichgers Schreur,"Wageningen Bioveterinary Research, Lelystad, The Netherlands.",The Netherlands,Unparsed
22216,,MM,de Wit,"Quantitative Veterinary Epidemiology, Wageningen University and Research, Wageningen, The Netherlands.",The Netherlands,Wageningen University and Research
22217,,R,Métras,"Sorbonne Université, INSERM, Institut Pierre Louis d'Epidémiologie et de Santé Publique (IPLESP), Paris, France.",France,Sorbonne Université
22218,,P,Ezanno,"INRAE, Oniris, BIOEPAR, Nantes, France.",France,Unparsed
22219,,QA,Ten Bosch,"Quantitative Veterinary Epidemiology, Wageningen University and Research, Wageningen, The Netherlands.",The Netherlands,Wageningen University and Research
22220,,J,Werszko,"Witold Stefański Institute of Parasitology, Polish Academy of Sciences, Twarda 51/55, 00-818 Warsaw, Poland.",Poland,Witold Stefański Institute of Parasitology
22221,,M,Świsłocka,"Department of Zoology and Genetics, Faculty of Biology, University of Białystok, Ciołkowskiego 1J, 15-245 Białystok, Poland.",Poland,University of Białystok
22222,,J,Witecka,"Department of Parasitology, Faculty of Pharmaceutical Sciences in Sosnowiec, Medical University of Silesia, Jedności 8, 41-218 Sosnowiec, Poland.",Poland,Medical University of Silesia
22223,,T,Szewczyk,"Witold Stefański Institute of Parasitology, Polish Academy of Sciences, Twarda 51/55, 00-818 Warsaw, Poland.",Poland,Witold Stefański Institute of Parasitology
22224,,Ż,Steiner-Bogdaszewska,"Witold Stefański Institute of Parasitology, Polish Academy of Sciences, Twarda 51/55, 00-818 Warsaw, Poland.",Poland,Witold Stefański Institute of Parasitology
22225,,K,Wilamowski,"Institute of Forest Sciences, Faculty of Civil Engineering and Environmental Sciences, Białystok University of Technology, Wiejska 45e, 15-351 Białystok, Poland.",Poland,Białystok University of Technology
22226,,M,Asman,"Department of Parasitology, Faculty of Pharmaceutical Sciences in Sosnowiec, Medical University of Silesia, Jedności 8, 41-218 Sosnowiec, Poland.",Poland,Medical University of Silesia
22227,,AD,Yates,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22228,,P,Achuthan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22229,,W,Akanni,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22230,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22231,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22232,,J,Alvarez-Jarreta,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22233,,MR,Amode,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22234,,IM,Armean,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22235,,AG,Azov,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22236,,R,Bennett,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22237,,J,Bhai,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22238,,K,Billis,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22239,,S,Boddu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22240,,JC,Marugán,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22241,,C,Cummins,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22242,,C,Davidson,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22243,,K,Dodiya,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22244,,R,Fatima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22245,,A,Gall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22246,,CG,Giron,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22247,,L,Gil,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22248,,T,Grego,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22249,,L,Haggerty,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22250,,E,Haskell,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22251,,T,Hourlier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22252,,OG,Izuogu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22253,,SH,Janacek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22254,,T,Juettemann,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22255,,M,Kay,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22256,,I,Lavidas,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22257,,T,Le,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22258,,D,Lemos,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22259,,JG,Martinez,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22260,,T,Maurel,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22261,,M,McDowall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22262,,A,McMahon,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22263,,S,Mohanan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
22264,,B,Moore,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
