Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
34,,H,Hao,"Institute of Animal Sciences (IAS), Chinese Academy of Agricultural Sciences (CAAS), No. 2 Yuanmingyuan Western Road, Haidian District, Beijing 100193, China.",China,Institute of Animal Sciences (IAS)
35,,W,Du,"Institute of Animal Sciences (IAS), Chinese Academy of Agricultural Sciences (CAAS), No. 2 Yuanmingyuan Western Road, Haidian District, Beijing 100193, China.",China,Institute of Animal Sciences (IAS)
36,,H,Zhu,"Institute of Animal Sciences (IAS), Chinese Academy of Agricultural Sciences (CAAS), No. 2 Yuanmingyuan Western Road, Haidian District, Beijing 100193, China.",China,Institute of Animal Sciences (IAS)
37,,S,Li,"Shijiazhuang Tianquan Elite Dairy Ltd., Shijiazhuang 050200, China.",China,Unparsed
38,,W,Yu,"Shijiazhuang Tianquan Elite Dairy Ltd., Shijiazhuang 050200, China.",China,Unparsed
39,,A,Khan,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518120, China.",China,Agricultural Genomics Institute at Shenzhen
40,,S,Umer,"Department of Theriogenology, University of Agriculture, Faisalabad 38000, Punjab, Pakistan.",Pakistan,University of Agriculture
41,,X,Zhao,"Institute of Animal Sciences (IAS), Chinese Academy of Agricultural Sciences (CAAS), No. 2 Yuanmingyuan Western Road, Haidian District, Beijing 100193, China.",China,Institute of Animal Sciences (IAS)
42,,EK,Kydonaki,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
43,,L,Freitas,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
44,,BM,Fonseca,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
45,,H,Reguengo,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
46,,C,Raposo Simón,"Department of Pharmacology, Pharmacognosy and Botany, Complutense University, 28040 Madrid, Spain.",Spain,Complutense University
47,,AR,Bastos,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
48,,EM,Fernandes,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
49,,RF,Canadas,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
50,,JM,Oliveira,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
51,,VM,Correlo,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
52,,RL,Reis,"ICVS/3B's-PT Government Associate Laboratory, 4805-017 Guimarães, Portugal.",Portugal,ICVS/3B's-PT Government Associate Laboratory
53,,M,Vliora,"School of Sports and Exercise Sciences, University of Thessaly, 42100 Trikala, Greece.",Greece,University of Thessaly
54,,P,Gkiata,"School of Sports and Exercise Sciences, University of Thessaly, 42100 Trikala, Greece.",Greece,University of Thessaly
55,,Y,Koutedakis,"Faculty of Education, Health and Wellbeing, University of Wolverhampton, Walsall WS1 3BD, UK.",UK,University of Wolverhampton
56,,G,Ntina,"BME, Biomechanical Solutions, 43150 Karditsa, Greece.",Greece,Unparsed
57,,R,Pinto,"Joaquim Chaves Saúde, 1495-068 Miraflores Algés, Portugal.",Portugal,Unparsed
58,,AE,Carrillo,"Move-Cor Inc., Pittsburgh, PA 15017, USA.",USA,Unparsed
59,,F,Marques,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
60,,T,Amorim,"UCIBIO/REQUIMTE, Faculty of Pharmacy, University of Porto, 4050-313 Porto, Portugal.",Portugal,University of Porto
61,,VA,van der Weijden,"Animal Physiology, Institute of Agricultural Sciences, Eidgenössische Technische Hochschule Zurich, 8092 Zurich, Switzerland.",Switzerland,Institute of Agricultural Sciences
62,,JT,Bick,"Animal Physiology, Institute of Agricultural Sciences, Eidgenössische Technische Hochschule Zurich, 8092 Zurich, Switzerland.",Switzerland,Institute of Agricultural Sciences
63,,S,Bauersachs,"Functional Genomics Group, Institute of Veterinary Anatomy, University of Zurich, CH-8315 Lindau, Switzerland.",Switzerland,University of Zurich
64,,AB,Rüegg,"Animal Physiology, Institute of Agricultural Sciences, Eidgenössische Technische Hochschule Zurich, 8092 Zurich, Switzerland.",Switzerland,Institute of Agricultural Sciences
65,,TB,Hildebrandt,"Reproduction Management, Leibniz Institute for Zoo and Wildlife Research, 10315 Berlin, Germany.",Germany,Leibniz Institute for Zoo and Wildlife Research
66,,F,Goeritz,"Reproduction Management, Leibniz Institute for Zoo and Wildlife Research, 10315 Berlin, Germany.",Germany,Leibniz Institute for Zoo and Wildlife Research
67,,K,Jewgenow,"Reproduction Biology, Leibniz Institute for Zoo and Wildlife Research, 10315 Berlin, Germany.",Germany,Leibniz Institute for Zoo and Wildlife Research
68,,P,Giesbertz,"Nutritional Physiology, Technische Universität München, 85354 Freising, Germany.",Germany,Technische Universität München
69,,H,Daniel,"Nutritional Physiology, Technische Universität München, 85354 Freising, Germany.",Germany,Technische Universität München
70,,E,Derisoud,"Ecole Nationale Vétérinaire d'Alfort, Biology of Reproduction, Environment, Epigenetic and Development (BREED), 94700, Maisons-Alfort, France.",France,Unparsed
71,,P,Chavatte-Palmer,"Ecole Nationale Vétérinaire d'Alfort, Biology of Reproduction, Environment, Epigenetic and Development (BREED), 94700, Maisons-Alfort, France.",France,Unparsed
72,,RM,Bruckmaier,"Veterinary Physiology, Vetsuisse Faculty, University of Bern, 3001 Bern, Switzerland.",Switzerland,University of Bern
73,,B,Drews,"Animal Physiology, Institute of Agricultural Sciences, Eidgenössische Technische Hochschule Zurich, 8092 Zurich, Switzerland.",Switzerland,Institute of Agricultural Sciences
74,,SE,Ulbrich,"Animal Physiology, Institute of Agricultural Sciences, Eidgenössische Technische Hochschule Zurich, 8092 Zurich, Switzerland; seu@ethz.ch.",,Institute of Agricultural Sciences
75,,J,Wang,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: wjm0403@caas.cn.",PR China,Lanzhou Veterinary Research Institute
76,,S,Gao,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: gaoshandian@caas.cn.",PR China,Lanzhou Veterinary Research Institute
77,,J,Yang,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: yangjifei@caas.cn.",PR China,Lanzhou Veterinary Research Institute
78,,J,Liu,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: liujunlong@caas.cn.",PR China,Lanzhou Veterinary Research Institute
79,,Y,Li,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: liyouquan@caas.cn.",PR China,Lanzhou Veterinary Research Institute
80,,J,Luo,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: luojianxun@caas.cn.",PR China,Lanzhou Veterinary Research Institute
81,,G,Guan,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China. Electronic address: guanguiquan@caas.cn.",PR China,Lanzhou Veterinary Research Institute
82,,H,Yin,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Xujiaping 1, Lanzhou, Gansu, 730046, PR China; Jiangsu Co-Innovation Center for the Prevention and Control of Important Animal Infectious Disease and Zoonosis, Yangzhou University, Yangzhou 225009, PR China. Electronic address: yinhong@caas.cn.",PR China,Yangzhou University
83,,Z,Li,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
84,,J,Liu,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China. liujunlong@caas.cn.",,Lanzhou Veterinary Research Institute
85,,Q,Ma,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
86,,A,Liu,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
87,,Y,Li,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
88,,G,Guan,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
89,,J,Luo,"State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Veterinary Parasitology of Gansu Province, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Xujiaping 1, Lanzhou, Gansu, 730046, People's Republic of China.",,Lanzhou Veterinary Research Institute
90,,H,Yin,"Jiangsu Co-Innovation Center for Prevention and Control of Important Animal Infectious Diseases and Zoonoses, Yangzhou, 225009, People's Republic of China. yinhong@caas.cn.",,Unparsed
91,,X,Luo,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, Zhengzhou, China.",China,Unparsed
92,,HM,Chang,"Department of Obstetrics and Gynaecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada.",Canada,University of British Columbia
93,,Y,Yi,"Department of Obstetrics and Gynaecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada.",Canada,University of British Columbia
94,,Y,Sun,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, Zhengzhou, China. syp2008@vip.sina.com.",China,Unparsed
95,,PCK,Leung,"Department of Obstetrics and Gynaecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada. peter.leung@ubc.ca.",Canada,University of British Columbia
96,,Y,Li,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
97,,HM,Chang,"Reproductive Medicine Center, Department of Obstetrics and Gynecology, China Medical University Hospital, Taichung, Taiwan.",Taiwan,China Medical University Hospital
98,,YW,Sung,"Reproductive Medicine Center, Department of Obstetrics and Gynecology, China Medical University Hospital, Taichung, Taiwan.",Taiwan,China Medical University Hospital
99,,H,Zhu,"Department of Obstetrics and Gynecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada.",Canada,University of British Columbia
100,,PCK,Leung,"Department of Obstetrics and Gynecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada. peter.leung@ubc.ca.",Canada,University of British Columbia
101,,YP,Sun,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China. syp2008@vip.sina.com.",China,The First Affiliated Hospital of Zhengzhou University
102,,K,Hofmann,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
103,,C,Huptas,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
104,,EV,Doll,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
105,,S,Scherer,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
106,,M,Wenning,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
107,,EV,Doll,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
108,,L,Staib,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
109,,C,Huptas,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
110,,S,Scherer,"Chair of Microbial Ecology, ZIEL - Institute for Food & Health, Technische Universität München, Weihenstephaner Berg 3, 85354 Freising, Germany.",Germany,Technische Universität München
111,,M,Wenning,"Bavarian Health and Food Safety Authority, Veterinärstraße 2, 85764 Oberschleißheim, Germany.",Germany,Unparsed
112,,J,Günther,"Research Institute for Farm Animal Biology (FBN), 18196 Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
113,,G,Schuler,"Veterinary Clinic for Reproductive Medicine and Neonatology, Faculty of Veterinary Medicine, Justus Liebig University, 35392 Giessen, Germany.",Germany,Justus Liebig University
114,,E,Teppa,"Université de Lille, CNRS, UMR 8576-UGDF-Unité de Glycobiologie Structurale et Fonctionnelle, 59000 Lille, France.",France,Université de Lille
115,,R,Fürbass,"Research Institute for Farm Animal Biology (FBN), 18196 Dummerstorf, Germany.",Germany,Research Institute for Farm Animal Biology (FBN)
116,,HJ,Ruscheweyh,"Department of Biology, Institute of Microbiology and Swiss Institute of Bioinformatics, ETH Zürich, 8093, Zürich, Switzerland.",Switzerland,Institute of Microbiology and Swiss Institute of Bioinformatics
117,,A,Milanese,"Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany.",Germany,European Molecular Biology Laboratory
118,,L,Paoli,"Department of Biology, Institute of Microbiology and Swiss Institute of Bioinformatics, ETH Zürich, 8093, Zürich, Switzerland.",Switzerland,Institute of Microbiology and Swiss Institute of Bioinformatics
119,,N,Karcher,"Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany.",Germany,European Molecular Biology Laboratory
120,,Q,Clayssen,"Department of Biology, Institute of Microbiology and Swiss Institute of Bioinformatics, ETH Zürich, 8093, Zürich, Switzerland.",Switzerland,Institute of Microbiology and Swiss Institute of Bioinformatics
121,,MI,Keller,"Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany.",Germany,European Molecular Biology Laboratory
122,,J,Wirbel,"Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany.",Germany,European Molecular Biology Laboratory
123,,P,Bork,"Department of Bioinformatics, Biocenter, University of Würzburg, Am Hubland, 97074, Würzburg, Germany.",Germany,University of Würzburg
124,,DR,Mende,"Department of Medical Microbiology, Amsterdam UMC, University of Amsterdam, Amsterdam, The Netherlands.",The Netherlands,University of Amsterdam
125,,G,Zeller,"Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany. zeller@embl.de.",Germany,Germany. zeller@embl.de.
126,,S,Sunagawa,"Department of Biology, Institute of Microbiology and Swiss Institute of Bioinformatics, ETH Zürich, 8093, Zürich, Switzerland. ssunagawa@ethz.ch.",Switzerland,Institute of Microbiology and Swiss Institute of Bioinformatics
127,,M,Chen,"Animal Welfare Program, Faculty of Land and Food Systems, University of British Columbia, Vancouver, BC, Canada.",Canada,University of British Columbia
128,,DM,Weary,"Animal Welfare Program, Faculty of Land and Food Systems, University of British Columbia, Vancouver, BC, Canada.",Canada,University of British Columbia
129,,J,Meehan,"Translational Oncology Research Group, Institute of Genetics and Cancer, Western General Hospital, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
130,,M,Gray,"The Royal (Dick) School of Veterinary Studies and Roslin Institute, University of Edinburgh, Midlothian EH25 9RG, UK.",UK,University of Edinburgh
131,,C,Martínez-Pérez,"Breast Cancer Now Edinburgh Research Team, Institute of Genetics and Cancer, Western General Hospital, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
132,,C,Kay,"Breast Cancer Now Edinburgh Research Team, Institute of Genetics and Cancer, Western General Hospital, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
133,,JC,Wills,"Firefinch Software Ltd., Edinburgh EH12 9DQ, UK.",UK,Unparsed
134,,IH,Kunkler,"Cancer Research UK Edinburgh Centre, Institute of Genetics and Cancer, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
135,,JM,Dixon,"Breast Cancer Now Edinburgh Research Team, Institute of Genetics and Cancer, Western General Hospital, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
136,,AK,Turnbull,"Breast Cancer Now Edinburgh Research Team, Institute of Genetics and Cancer, Western General Hospital, University of Edinburgh, Edinburgh EH4 2XU, UK.",UK,University of Edinburgh
137,,T,Kino,"Laboratory of Molecular and Genomic Endocrinology, Sidra Medicine, Doha 26999, Qatar.",Qatar,Laboratory of Molecular and Genomic Endocrinology
138,,I,Burd,"Department of Gynecology and Obstetrics, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.",USA,Johns Hopkins University School of Medicine
139,,JH,Segars,"Department of Gynecology and Obstetrics, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.",USA,Johns Hopkins University School of Medicine
140,,L,Sang,"Department of Animal Sciences, D.H. Barron Reproductive and Perinatal Biology Research Program, and Genetics Institute, University of Florida, Gainesville, Florida, USA.",USA,University of Florida
141,,Y,Xiao,"Institute of Animal Science and Veterinary Medicine, Shandong Academy of Agricultural Sciences, Jinan, Shandong, China.",China,Institute of Animal Science and Veterinary Medicine
142,,Z,Jiang,"School of Animal Sciences, AgCenter, Louisiana State University, Baton Rouge, Louisiana, USA.",USA,Louisiana State University
143,,N,Forde,"Department of Discovery and Translational Sciences, University of Leeds, Leeds, UK.",UK,University of Leeds
144,,XC,Tian,"Department of Animal Science, University of Connecticut, Storrs, Connecticut, USA.",USA,University of Connecticut
145,,P,Lonergan,"School of Agriculture and Food Science, University College, Dublin, Ireland.",Ireland,University College
146,,PJ,Hansen,"Department of Animal Sciences, D.H. Barron Reproductive and Perinatal Biology Research Program, and Genetics Institute, University of Florida, Gainesville, Florida, USA.",USA,University of Florida
147,,H,Li,"Key Laboratory of Animal Biotechnology, Ministry of Agriculture and Rural Affairs, Northwest A&F University, Yangling, Shaanxi 712100, PR China; College of Veterinary Medicine, Northwest A&F University, Ministry of Agriculture and Rural Affairs, Northwest A&∼F University, Yangling, Shaanxi, 712100, PR China.",PR China,Northwest A&F University
148,,Z,Wang,"Key Laboratory of Animal Biotechnology, Ministry of Agriculture and Rural Affairs, Northwest A&F University, Yangling, Shaanxi 712100, PR China; College of Veterinary Medicine, Northwest A&F University, Ministry of Agriculture and Rural Affairs, Northwest A&∼F University, Yangling, Shaanxi, 712100, PR China.",PR China,Northwest A&F University
149,,B,Zhao,"Key Laboratory of Animal Biotechnology, Ministry of Agriculture and Rural Affairs, Northwest A&F University, Yangling, Shaanxi 712100, PR China; College of Veterinary Medicine, Northwest A&F University, Ministry of Agriculture and Rural Affairs, Northwest A&∼F University, Yangling, Shaanxi, 712100, PR China.",PR China,Northwest A&F University
150,,H,Zhang,"Key Laboratory of Animal Biotechnology, Ministry of Agriculture and Rural Affairs, Northwest A&F University, Yangling, Shaanxi 712100, PR China; College of Veterinary Medicine, Northwest A&F University, Ministry of Agriculture and Rural Affairs, Northwest A&∼F University, Yangling, Shaanxi, 712100, PR China.",PR China,Northwest A&F University
