keyword,pubmed_id,doi,author_name,affiliation,institute,address
Lyticase,33464648,10.1002/yea.3514,Çakar ZP,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,34591443,10.1021/acsnano.1c03896,Jiao C,"Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,10.1021/acsnano.1c03896,Zhao C,"Key Laboratory of Biomedical Materials of Natural Macromolecules, Ministry of Education Beijing, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,10.1021/acsnano.1c03896,Ma Y,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,10.1021/acsnano.1c03896,Yang W,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,36177690,10.1002/adma.202206437,He J,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"China, Zhe Jiang Sheng, Hang Zhou Shi, Xi Hu Qu, 黄龙石虎山路746C+6Q3 邮政编码: 310058"
Lyticase,36177690,10.1002/adma.202206437,Ye Y,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
Lyticase,36177690,10.1002/adma.202206437,Zhang D,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"China, Zhe Jiang Sheng, Hang Zhou Shi, Xi Hu Qu, 黄龙石虎山路746C+6Q3 邮政编码: 310058"
Lyticase,36177690,10.1002/adma.202206437,Yao K,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
Lyticase,36177690,10.1002/adma.202206437,Zhou M,"Research Center for Life Science and Human Health, Binjiang Institute of Zhejiang University, Hangzhou, 310053, China.",Binjiang Institute of Zhejiang University,"54HX+3W2, Dong Xin Da Dao, Bin Jiang Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310053"
