Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
20250,,R,Asiimwe,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20251,,EN,Erman,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20252,,CF,Fucile,"Informatics Institute, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20253,,S,Liu,"Flow Cytometry & Single Cell Core Facility, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20254,,CW,Sun,"Flow Cytometry & Single Cell Core Facility, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20255,,VS,Hanumanthu,"Flow Cytometry & Single Cell Core Facility, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20256,,HC,Pal,"Flow Cytometry & Single Cell Core Facility, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20257,,ED,Wright,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20258,,G,Ghajar-Rahimi,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20259,,D,Epstein,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20260,,BJ,Orandi,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20261,,V,Kumar,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20262,,DJ,Anderson,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20263,,ME,Greene,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20264,,M,Bell,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20265,,S,Yates,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20266,,KH,Moore,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20267,,J,LaFontaine,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20268,,JT,Killian,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20269,,G,Baker,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20270,,J,Perry,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20271,,Z,Khan,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20272,,R,Reed,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20273,,SC,Little,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20274,,AF,Rosenberg,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20275,,JF,George,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20276,,JE,Locke,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA.",USA,University of Alabama at Birmingham
20277,,PM,Porrett,"Department of Surgery, University of Alabama at Birmingham, Birmingham, AL, USA. pmporrett@uabmc.edu.",USA,University of Alabama at Birmingham
20278,,A,Spagnolo-Allende,"Department of Neurology, Columbia University Irving Medical Center, New York, NY, United States.",United States,Columbia University Irving Medical Center
20279,,J,Gutierrez,"Department of Neurology, Columbia University Irving Medical Center, New York, NY, United States.",United States,Columbia University Irving Medical Center
20280,,JL,Gatti,"Université Côte d'Azur, INRAE, CNRS, Institut Sophia Agrobiotech, 06903 Sophia Antipolis, France.",France,Université Côte d'Azur
20281,,S,Lemauf,"Université Côte d'Azur, INRAE, CNRS, Institut Sophia Agrobiotech, 06903 Sophia Antipolis, France.",France,Université Côte d'Azur
20282,,M,Belghazi,"Marseille-Protéomique (MaP), Plateforme Protéomique, Institut de Microbiologie de la Méditerranée UMR 3479 CNRS, Aix-Marseille Université, 13402 Marseille, France.",France,Aix-Marseille Université
20283,,L,Arthaud,"Université Côte d'Azur, INRAE, CNRS, Institut Sophia Agrobiotech, 06903 Sophia Antipolis, France.",France,Université Côte d'Azur
20284,,M,Poirié,"Université Côte d'Azur, INRAE, CNRS, Institut Sophia Agrobiotech, 06903 Sophia Antipolis, France.",France,Université Côte d'Azur
20285,,JL,Brown,"Glasgow Biofilm Research Network, 378 Sauchiehall Street, Glasgow, G2 3JZ, UK. Jason.Brown@glasgow.ac.uk.",UK,Unparsed
20286,,E,Townsend,"School of Life Sciences, Gibbet Hill Campus, The University of Warwick, Coventry, CV4 7AL, UK.",UK,The University of Warwick
20287,,RD,Short,"Department of Chemistry and Material Science Institute, University of Lancaster, Lancaster, LA1 4YB, UK.",UK,University of Lancaster
20288,,C,Williams,"Microbiology Department, Lancaster Royal Infirmary, University of Lancaster, Lancaster, LA1 4YW, UK.",UK,University of Lancaster
20289,,C,Woodall,"Blutest Laboratories, 5 Robroyston Oval, Nova Business Park, Glasgow, G33 1AP, UK.",UK,Unparsed
20290,,CJ,Nile,"School of Dental Sciences, Newcastle University, Newcastle, NE2 4BW, UK.",UK,Newcastle University
20291,,G,Ramage,"Glasgow Biofilm Research Network, 378 Sauchiehall Street, Glasgow, G2 3JZ, UK. Gordon.Ramage@glasgow.ac.uk.",UK,Unparsed
20292,,AL,Hunter,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20293,,CE,Pelekanou,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20294,,NJ,Barron,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20295,,RC,Northeast,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20296,,M,Grudzien,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20297,,AD,Adamson,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20298,,P,Downton,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20299,,T,Cornfield,"Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, and NIHR Oxford Biomedical Research Centre, John Radcliffe Hospital, Oxford, United Kingdom.",United Kingdom,University of Oxford
20300,,PS,Cunningham,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20301,,JN,Billaud,"Digital Insights, Qiagen, Redwood City, United States.",United States,Unparsed
20302,,L,Hodson,"Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, and NIHR Oxford Biomedical Research Centre, John Radcliffe Hospital, Oxford, United Kingdom.",United Kingdom,University of Oxford
20303,,AS,Loudon,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20304,,RD,Unwin,"Stoller Biomarker Discovery Centre, Division of Cancer Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20305,,M,Iqbal,"Division of Informatics, Imaging and Data Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20306,,DW,Ray,"Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, and NIHR Oxford Biomedical Research Centre, John Radcliffe Hospital, Oxford, United Kingdom.",United Kingdom,University of Oxford
20307,,DA,Bechtold,"Centre for Biological Timing, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.",United Kingdom,University of Manchester
20308,,RM,Wang,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA.",USA,University of California San Diego
20309,,JM,Mesfin,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA.",USA,University of California San Diego
20310,,M,Karkanitsa,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA.",USA,University of California San Diego
20311,,JL,Ungerleider,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA.",USA,University of California San Diego
20312,,E,Zelus,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA.",USA,University of California San Diego
20313,,Y,Zhang,"Department of Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",USA,The University of Texas MD Anderson Cancer Center
20314,,Y,Kawakami,"Department of Dermatology, University of California San Diego, School of Medicine, La Jolla, CA, 92093, USA.",USA,University of California San Diego
20315,,Y,Kawakami,"Department of Dermatology, University of California San Diego, School of Medicine, La Jolla, CA, 92093, USA.",USA,University of California San Diego
20316,,T,Kawakami,"Department of Dermatology, University of California San Diego, School of Medicine, La Jolla, CA, 92093, USA.",USA,University of California San Diego
20317,,KL,Christman,"Shu Chien-Gene Lay Department of Bioengineering, Sanford Consortium of Regenerative Medicine, University of California San Diego, 2880 Torrey Pines Scenic Drive, La Jolla, CA, 92037, USA. kchristman@ucsd.edu.",USA,University of California San Diego
20318,,L,Sun,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20319,,C,Zhao,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20320,,Z,Fu,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20321,,Y,Fu,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20322,,Z,Su,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20323,,Y,Li,"Joint International Research Laboratory of Animal Health and Food Safety & Single Molecule Nanometry Laboratory (Sinmolab), Nanjing Agricultural University, Nanjing, P. R. China.",,Nanjing Agricultural University
20324,,Y,Zhou,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20325,,Y,Tan,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20326,,J,Li,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20327,,Y,Xiang,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20328,,X,Nie,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20329,,J,Zhang,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20330,,F,Liu,"Joint International Research Laboratory of Animal Health and Food Safety & Single Molecule Nanometry Laboratory (Sinmolab), Nanjing Agricultural University, Nanjing, P. R. China.",,Nanjing Agricultural University
20331,,S,Zhao,"Hubei Hongshan Laboratory, Frontiers Science Center for Animal Breeding and Sustainable Production, Wuhan, P. R. China.",,Hubei Hongshan Laboratory
20332,,S,Xie,"Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education & Key Lab of Swine Genetics and Breeding of Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, P. R. China.",,Huazhong Agricultural University
20333,,G,Peng,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, The Cooperative Innovation Center for Sustainable Pig Production, Wuhan, P. R. China.",,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20334,,J,Zhang,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20335,,S,Yuan,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20336,,Q,Peng,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20337,,Z,Ding,"Department of Preventive Veterinary Medicine, College of Animal Science and Technology, Jiangxi Agricultural University, Nanchang, China.",China,Jiangxi Agricultural University
20338,,W,Hao,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20339,,G,Peng,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20340,,S,Xiao,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20341,,L,Fang,"Key Laboratory of Preventive Veterinary Medicine in Hubei Province, Cooperative Innovation Center for Sustainable Pig Production, Wuhan, China.",China,Key Laboratory of Preventive Veterinary Medicine in Hubei Province
20342,,D,Höpfner,"Institute of Biochemistry and Signal Transduction, University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20343,,A,Cichy,"Center for Integrated Protein Science Munich (CIPSM), Department Chemistry, Group of Proteinchemistry, Technical University of Munich, Lichtenbergstraße 4, 85747, Garching, Germany.",Germany,Technical University of Munich
20344,,V,Pogenberg,"Institute of Biochemistry and Signal Transduction, University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20345,,C,Krisp,"Institute of Clinical Chemistry and Laboratory Medicine, Section Mass Spectrometry and Proteomics, University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20346,,S,Mezouar,"Aix-Marseille University, Institut de Recherche pour la Développement (IRD), Assistance Publique-Hôpitaux de Marseille (APHM), Microbes Evolution Phylogeny and Infections (MEPHI), Institut Hospitalo-Universitaire (IHU)-Méditerranée Infection, Boulevard Jean Moulin, 13005, Marseille, France.",France,Aix-Marseille University
20347,,NC,Bach,"Technical University of Munich (TUM), TUM School of Natural Sciences, Department of Biosciences, Chair of Organic Chemistry II, Center for Functional Protein Assemblies (CPA), Ernst-Otto-Fischer Straße 8, 85748, Garching, Germany.",Germany,Technical University of Munich (TUM)
20348,,J,Grotheer,"Institute of Biochemistry and Signal Transduction, University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20349,,SM,Zarza,"Aix-Marseille University, Institut de Recherche pour la Développement (IRD), Assistance Publique-Hôpitaux de Marseille (APHM), Microbes Evolution Phylogeny and Infections (MEPHI), Institut Hospitalo-Universitaire (IHU)-Méditerranée Infection, Boulevard Jean Moulin, 13005, Marseille, France.",France,Aix-Marseille University
20350,,E,Martinez,"Cellular and Molecular Biology of Bacterial Infections, Institut de Recherche en Infectiologie de Montpellier (IRIM), Université de Montpellier, UMR 9004 - Centre national de la recherche scientifique (CNRS), 1919 Route de Mende, 34293, Montpellier, France.",France,Université de Montpellier
20351,,M,Bonazzi,"Cellular and Molecular Biology of Bacterial Infections, Institut de Recherche en Infectiologie de Montpellier (IRIM), Université de Montpellier, UMR 9004 - Centre national de la recherche scientifique (CNRS), 1919 Route de Mende, 34293, Montpellier, France.",France,Université de Montpellier
20352,,MJ,Feige,"Center for Functional Protein Assemblies (CPA), Department of Bioscience, TUM School of Natural Sciences, Technical University of Munich, Lichtenbergstraße 4, 85748, Garching, Germany.",Germany,Technical University of Munich
20353,,SA,Sieber,"Technical University of Munich (TUM), TUM School of Natural Sciences, Department of Biosciences, Chair of Organic Chemistry II, Center for Functional Protein Assemblies (CPA), Ernst-Otto-Fischer Straße 8, 85748, Garching, Germany.",Germany,Technical University of Munich (TUM)
20354,,H,Schlüter,"Institute of Clinical Chemistry and Laboratory Medicine, Section Mass Spectrometry and Proteomics, University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20355,,A,Itzen,"Center for Structural Systems Biology (CSSB), University Medical Center Hamburg-Eppendorf (UKE), Martinistraße 52, 20246, Hamburg, Germany. a.itzen@uke.de.",Germany,University Medical Center Hamburg-Eppendorf (UKE)
20356,,J,Yu,"Key Laboratory of Precision Nutrition and Food Quality, Ministry of Education, College of Veterinary Medicine, China Agricultural University, Beijing, People's Republic of China.",,China Agricultural University
20357,,T,Liu,"Key Laboratory of Precision Nutrition and Food Quality, Ministry of Education, College of Veterinary Medicine, China Agricultural University, Beijing, People's Republic of China.",,China Agricultural University
20358,,Q,Guo,"Milu Conservation Research Unit, Beijing Milu Ecological Research Center, Beijing, People's Republic of China.",,Unparsed
20359,,Z,Wang,"Key Laboratory of Precision Nutrition and Food Quality, Ministry of Education, College of Veterinary Medicine, China Agricultural University, Beijing, People's Republic of China.",,China Agricultural University
20360,,Y,Chen,"Key Laboratory of Precision Nutrition and Food Quality, Ministry of Education, College of Veterinary Medicine, China Agricultural University, Beijing, People's Republic of China.",,China Agricultural University
20361,,Y,Dong,"Key Laboratory of Precision Nutrition and Food Quality, Ministry of Education, College of Veterinary Medicine, China Agricultural University, Beijing, People's Republic of China.",,China Agricultural University
20362,,J,Yu,"College of Veterinary Medicine, China Agricultural University, Beijing 100193, China.",China,China Agricultural University
