Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
19628,,B,Russell,"Department of Physiology and Biophysics, University of Illinois at Chicago, Chicago, IL 60612, USA.",USA,University of Illinois at Chicago
19629,,AR,Demonbreun,"Department of Pharmacology, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.",USA,Northwestern University
19630,,EM,McNally,"Division of Cardiology, Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.",USA,Northwestern University
19631,,K,Kanemaru,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19632,,J,Cranley,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19633,,D,Muraro,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19634,,AMA,Miranda,"National Heart and Lung Institute, Imperial College London, London, UK.",UK,National Heart and Lung Institute
19635,,SY,Ho,"Cardiac Morphology Unit, Royal Brompton Hospital and Imperial College London, London, UK.",UK,Royal Brompton Hospital and Imperial College London
19636,,A,Wilbrey-Clark,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19637,,J,Patrick Pett,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19638,,K,Polanski,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19639,,L,Richardson,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19640,,M,Litvinukova,"Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany.",Germany,Unparsed
19641,,N,Kumasaka,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19642,,Y,Qin,"National Heart and Lung Institute, Imperial College London, London, UK.",UK,National Heart and Lung Institute
19643,,Z,Jablonska,"National Heart and Lung Institute, Imperial College London, London, UK.",UK,National Heart and Lung Institute
19644,,CI,Semprich,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19645,,L,Mach,"Royal Brompton Hospital, London, UK.",UK,Unparsed
19646,,M,Dabrowska,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19647,,N,Richoz,"Molecular Immunity Unit, Department of Medicine, University of Cambridge, MRC Laboratory of Molecular Biology, Cambridge, UK.",UK,University of Cambridge
19648,,L,Bolt,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19649,,L,Mamanova,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19650,,R,Kapuge,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19651,,SN,Barnett,"National Heart and Lung Institute, Imperial College London, London, UK.",UK,National Heart and Lung Institute
19652,,S,Perera,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19653,,C,Talavera-López,"Würzburg Institute for Systems Immunology, Max Planck Research Group, Julius-Maximilian-Universität, Würzburg, Germany.",Germany,Julius-Maximilian-Universität
19654,,I,Mulas,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19655,,KT,Mahbubani,"Department of Surgery, University of Cambridge, and Cambridge Biorepository for Translational Medicine, NIHR Cambridge Biomedical Centre, Cambridge, UK.",UK,University of Cambridge
19656,,L,Tuck,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19657,,L,Wang,"Translational and Clinical Research Institute, Newcastle University, Newcastle upon Tyne, UK.",UK,Newcastle University
19658,,MM,Huang,"Department of Surgery, University of Cambridge, and Cambridge Biorepository for Translational Medicine, NIHR Cambridge Biomedical Centre, Cambridge, UK.",UK,University of Cambridge
19659,,M,Prete,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19660,,S,Pritchard,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19661,,J,Dark,"Translational and Clinical Research Institute, Newcastle University, Newcastle upon Tyne, UK.",UK,Newcastle University
19662,,K,Saeb-Parsy,"Department of Surgery, University of Cambridge, and Cambridge Biorepository for Translational Medicine, NIHR Cambridge Biomedical Centre, Cambridge, UK.",UK,University of Cambridge
19663,,M,Patel,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.",UK,Wellcome Sanger Institute
19664,,MR,Clatworthy,"Molecular Immunity Unit, Department of Medicine, University of Cambridge, MRC Laboratory of Molecular Biology, Cambridge, UK.",UK,University of Cambridge
19665,,N,Hübner,"German Centre for Cardiovascular Research (DZHK), Partner Site Berlin, Berlin, Germany.",Germany,Unparsed
19666,,RA,Chowdhury,"National Heart and Lung Institute, Imperial College London, London, UK.",UK,National Heart and Lung Institute
19667,,M,Noseda,"National Heart and Lung Institute, Imperial College London, London, UK. m.noseda@imperial.ac.uk.",UK,National Heart and Lung Institute
19668,,SA,Teichmann,"Department of Physics, Cavendish Laboratory, University of Cambridge, Cambridge, UK. st9@sanger.ac.uk.",UK,University of Cambridge
19669,,D,Barriuso,"Unidad de Excelencia Instituto de Biología y Genética Molecular (IBGM), Universidad de Valladolid-CSIC, 47003 Valladolid, Spain.",Spain,Universidad de Valladolid-CSIC
19670,,L,Alvarez-Frutos,"Unidad de Excelencia Instituto de Biología y Genética Molecular (IBGM), Universidad de Valladolid-CSIC, 47003 Valladolid, Spain.",Spain,Universidad de Valladolid-CSIC
19671,,L,Gonzalez-Gutierrez,"Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, 94805 Villejuif, France.",France,Institut Gustave Roussy
19672,,O,Motiño,"Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, 94805 Villejuif, France.",France,Institut Gustave Roussy
19673,,G,Kroemer,"Institut du Cancer Paris CARPEM, Department of Biology, Hôpital Européen Georges Pompidou, AP-HP, 75015 Paris, France.",France,Institut du Cancer Paris CARPEM
19674,,R,Palacios-Ramirez,"Unidad de Excelencia Instituto de Biología y Genética Molecular (IBGM), Universidad de Valladolid-CSIC, 47003 Valladolid, Spain.",Spain,Universidad de Valladolid-CSIC
19675,,L,Senovilla,"Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, 94805 Villejuif, France.",France,Institut Gustave Roussy
19676,,L,Zhang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19677,,X,Qi,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19678,,W,Ning,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19679,,L,Shentu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19680,,T,Guo,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19681,,X,Zhang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19682,,Y,Li,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19683,,Y,Ma,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19684,,T,Yu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19685,,JG,Knott,"Developmental Epigenetics Laboratory, Department of Animal Science, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
19686,,Z,Cao,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19687,,Y,Zhang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei, China.",China,Anhui Agricultural University
19688,,T,Xu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19689,,C,Liu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19690,,M,Zhang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19691,,X,Wang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19692,,Y,Yan,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19693,,Q,Liu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19694,,Y,Ma,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19695,,T,Yu,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19696,,A,Sathanawongs,"Department of Veterinary Biosciences and Veterinary Public Health, Faculty of Veterinary Medicine, Chiang Mai University, Chiang Mai 50100, Thailand.",Thailand,Chiang Mai University
19697,,J,Jiao,"Anhui Haoyu Animal Husbandry Co., Ltd., Luan 237451, China.",China,Unparsed
19698,,Z,Cao,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19699,,Y,Zhang,"Anhui Province Key Laboratory of Local Livestock and Poultry, Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19700,,H,Liu,"Anhui Provincial Laboratory of Local Livestock and Poultry Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19701,,IM,Khan,"Anhui Province Key Laboratory of Embryo Development and Reproduction Regulation, Anhui Province Key Laboratory of Environmental Hormone and Reproduction, School of Biological and Food Engineering, Fuyang Normal University, Fuyang 236037, China.",China,Fuyang Normal University
19702,,Y,Liu,"Anhui Province Key Laboratory of Embryo Development and Reproduction Regulation, Anhui Province Key Laboratory of Environmental Hormone and Reproduction, School of Biological and Food Engineering, Fuyang Normal University, Fuyang 236037, China.",China,Fuyang Normal University
19703,,NM,Khan,"Department of Zoology, University of Science and Technology, Bannu 28100, Pakistan.",Pakistan,University of Science and Technology
19704,,K,Ji,"Anhui Provincial Laboratory of Local Livestock and Poultry Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19705,,H,Yin,"Reproductive Medicine Center, the 901st Hospital, Hefei 230031, China.",China,Unparsed
19706,,W,Wang,"Anhui Provincial Laboratory of Local Livestock and Poultry Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19707,,X,Zhou,"Anhui Provincial Laboratory of Local Livestock and Poultry Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19708,,Y,Zhang,"Anhui Provincial Laboratory of Local Livestock and Poultry Genetical Resource Conservation and Breeding, College of Animal Science and Technology, Anhui Agricultural University, Hefei 230036, China.",China,Anhui Agricultural University
19709,,YC,Chen,"Graduate Institute of Clinical Medical Sciences and Department of Medicine, College of Medicine, Chang Gung University, Taoyuan 33302, Taiwan.",Taiwan,Chang Gung University
19710,,CC,Hsiao,"Graduate Institute of Clinical Medical Sciences and Department of Medicine, College of Medicine, Chang Gung University, Taoyuan 33302, Taiwan.",Taiwan,Chang Gung University
19711,,TW,Chen,"Center for Intelligent Drug Systems and Smart Bio-devices (IDS2B), National Chiao Tung University, Hsinchu 30068, Taiwan.",Taiwan,National Chiao Tung University
19712,,CC,Wu,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19713,,TY,Chao,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19714,,SY,Leung,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19715,,HL,Eng,"Division of Clinical Pathology, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19716,,CP,Lee,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19717,,TY,Wang,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19718,,MC,Lin,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung 83301, Taiwan.",Taiwan,Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine
19719,,J,Blasiak,"Department of Molecular Genetics, Faculty of Biology and Environmental Protection, University of Lodz, 90-236 Lodz, Poland.",Poland,University of Lodz
19720,,E,Pawlowska,"Department of Orthodontics, Medical University of Lodz, 92-216 Lodz, Poland.",Poland,Medical University of Lodz
19721,,J,Chojnacki,"Department of Clinical Nutrition and Gastroenterological Diagnostics, Medical University of Lodz, 90-647 Lodz, Poland.",Poland,Medical University of Lodz
19722,,J,Szczepanska,"Department of Pediatric Dentistry, Medical University of Lodz, 92-216 Lodz, Poland.",Poland,Medical University of Lodz
19723,,C,Chojnacki,"Department of Clinical Nutrition and Gastroenterological Diagnostics, Medical University of Lodz, 90-647 Lodz, Poland.",Poland,Medical University of Lodz
19724,,K,Kaarniranta,"Department of Ophthalmology, University of Eastern Finland and Kuopio University Hospital, 70211 Kuopio, Finland.",Finland,University of Eastern Finland and Kuopio University Hospital
19725,,A,Rivera-Millot,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France.",France,Institut Pasteur de Lille
19726,,S,Slupek,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France.",France,Institut Pasteur de Lille
19727,,J,Chatagnon,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France.",France,Institut Pasteur de Lille
19728,,G,Roy,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France.",France,Institut Pasteur de Lille
19729,,JM,Saliou,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, US 41 - UMS 2014 - PLBS, F-59000, Lille, France.",France,Institut Pasteur de Lille
19730,,G,Billon,"Univ. Lille, CNRS, UMR 8516 - LASIRE - Laboratoire de Spectroscopie pour les Interactions, la Réactivité et l'Environnement, F-59000, Lille, France.",France,Unparsed
19731,,V,Alaimo,"Univ. Lille, CNRS, UMR 8516 - LASIRE - Laboratoire de Spectroscopie pour les Interactions, la Réactivité et l'Environnement, F-59000, Lille, France.",France,Unparsed
19732,,D,Hot,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, US 41 - UMS 2014 - PLBS, F-59000, Lille, France.",France,Institut Pasteur de Lille
19733,,S,Salomé-Desnoulez,"Bio Imaging Center Lille platform (BICeL), Univ. Lille, Lille, France.",France,Unparsed
19734,,C,Locht,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France.",France,Institut Pasteur de Lille
19735,,R,Antoine,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France. rudy.antoine@inserm.fr.",France,Institut Pasteur de Lille
19736,,F,Jacob-Dubuisson,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019- UMR 9017-CIIL-Center for Infection and Immunity of Lille, Lille, France. francoise.jacob@ibl.cnrs.fr.",France,Institut Pasteur de Lille
19737,,YJ,Shi,"Key Laboratory of Dairy Science, Ministry of Education, Northeast Agricultural University, Harbin 150030, China.",China,Northeast Agricultural University
19738,,XH,Zhao,"Research Centre of Food Nutrition and Human Healthcare, Guangdong University of Petrochemical Technology, Maoming 525000, China.",China,Guangdong University of Petrochemical Technology
19739,,LY,Bo,"Faculty of Food Quality and Safety, Qiqihar University, Qiqihar 161006, China.",China,Qiqihar University
19740,,ZQ,Pan,"Faculty of Food Quality and Safety, Qiqihar University, Qiqihar 161006, China.",China,Qiqihar University
19741,,Q,Zhang,"School of Biology and Food Engineering, Guangdong University of Petrochemical Technology, Maoming 525000, China.",China,Guangdong University of Petrochemical Technology
19742,,CL,Song,"Faculty of Food Quality and Safety, Qiqihar University, Qiqihar 161006, China.",China,Qiqihar University
19743,,J,Ren,"Faculty of Food Quality and Safety, Qiqihar University, Qiqihar 161006, China.",China,Qiqihar University
19744,,XH,Zhao,"Maoming Branch, Guangdong Laboratory for Lingnan Modern Agriculture, Guangdong University of Petrochemical Technology, Maoming 525000, China.",China,Guangdong University of Petrochemical Technology
