Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
50,,H,Wang,"The Cooperative Innovation Center for Sustainable Pig Production-Swine Breeding and Reproduction Innovation Platform, Huazhong Agricultural University, Wuhan 430070, China.",China,Huazhong Agricultural University
51,,X,Li,"The Cooperative Innovation Center for Sustainable Pig Production-Swine Breeding and Reproduction Innovation Platform, Huazhong Agricultural University, Wuhan 430070, China.",China,Huazhong Agricultural University
52,,B,Zuo,"The Cooperative Innovation Center for Sustainable Pig Production-Swine Breeding and Reproduction Innovation Platform, Huazhong Agricultural University, Wuhan 430070, China.",China,Huazhong Agricultural University
53,,S,Zhao,"The Cooperative Innovation Center for Sustainable Pig Production-Swine Breeding and Reproduction Innovation Platform, Huazhong Agricultural University, Wuhan 430070, China.",China,Huazhong Agricultural University
54,,Z,Feng,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan 528225, China.",China,Foshan University
55,,J,Ruan,"The Cooperative Innovation Center for Sustainable Pig Production-Swine Breeding and Reproduction Innovation Platform, Huazhong Agricultural University, Wuhan 430070, China.",China,Huazhong Agricultural University
56,,C,Lin,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
57,,Z,Dong,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
58,,J,Song,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
59,,S,Wang,"State Key Laboratory of Livestock and Poultry Breeding, Guangdong Key Laboratory of Animal Breeding and Nutrition, Institute of Animal Science, Guangdong Academy of Agricultural Sciences, Guangzhou, China.",China,Institute of Animal Science
60,,Y,Yang,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
61,,H,Li,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
62,,Z,Feng,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
63,,Y,Pei,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, Key Laboratory of Animal Molecular Design and Precise Breeding of Guangdong Higher Education Institutes, School of Life Science and Engineering, Foshan University, Foshan, China.",China,Foshan University
64,,J,Popova,"Laboratory of Bioengineering, Novosibirsk State Agrarian University, 630039 Novosibirsk, Russia.",Russia,Novosibirsk State Agrarian University
65,,V,Bets,"Center of Technological Excellence, Novosibirsk State Technical University, 630073 Novosibirsk, Russia.",Russia,Novosibirsk State Technical University
66,,E,Kozhevnikova,"Laboratory of Experimental Models of Cognitive and Emotional Disorders, Scientific-Research Institute of Neurosciences and Medicine, 630117 Novosibirsk, Russia.",Russia,Scientific-Research Institute of Neurosciences and Medicine
67,,H,Ouyang,"Department of Mechanical Engineering, University of Texas-Dallas, Richardson, TX, United States.",United States,University of Texas-Dallas
68,,L,Wang,"Department of Veterinary Population Medicine, University of Minnesota, Saint Paul, MN, United States.",United States,University of Minnesota
69,,D,Sapkota,"Department of Mechanical Engineering, University of Texas-Dallas, Richardson, TX, United States.",United States,University of Texas-Dallas
70,,M,Yang,"Department of Veterinary Population Medicine, University of Minnesota, Saint Paul, MN, United States.",United States,University of Minnesota
71,,J,Morán,"Department of Mechanical Engineering, University of Minnesota, Minneapolis, MN, United States.",United States,University of Minnesota
72,,L,Li,"Department of Mechanical Engineering, University of Minnesota, Minneapolis, MN, United States.",United States,University of Minnesota
73,,BA,Olson,"Department of Mechanical Engineering, University of Minnesota, Minneapolis, MN, United States.",United States,University of Minnesota
74,,M,Schwartz,"Schwartz Farms, Sleepy Eye, MN, United States.",United States,Unparsed
75,,CJ,Hogan,"Department of Mechanical Engineering, University of Minnesota, Minneapolis, MN, United States.",United States,University of Minnesota
76,,M,Torremorell,"Department of Veterinary Population Medicine, University of Minnesota, Saint Paul, MN, United States.",United States,University of Minnesota
77,,S,Llonch,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
78,,M,Barragán,"Clínica EUGIN, Barcelona, Spain.",Spain,Unparsed
79,,P,Nieto,"CNAG-CRG, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
80,,A,Mallol,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
81,,M,Elosua-Bayes,"CNAG-CRG, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
82,,P,Lorden,"CNAG-CRG, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
83,,S,Ruiz,"CNAG-CRG, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
84,,F,Zambelli,"Clínica EUGIN, Barcelona, Spain.",Spain,Unparsed
85,,H,Heyn,"CNAG-CRG, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain.",Spain,The Barcelona Institute of Science and Technology
86,,R,Vassena,"Clínica EUGIN, Barcelona, Spain.",Spain,Unparsed
87,,B,Payer,"Universitat Pompeu Fabra (UPF), Barcelona, Spain.",Spain,Universitat Pompeu Fabra (UPF)
88,,AR,Costa,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
89,,SC,Sousa,"ICBAS- Instituto de Ciências Biomédicas Abel Salazar, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
90,,R,Pinto-Costa,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
91,,JC,Mateus,"Neuroengineering and Computational Neuroscience Group, INEB- Instituto de Engenharia Biomédica, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
92,,CD,Lopes,"Neuroengineering and Computational Neuroscience Group, INEB- Instituto de Engenharia Biomédica, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
93,,AC,Costa,"Neuroengineering and Computational Neuroscience Group, INEB- Instituto de Engenharia Biomédica, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
94,,D,Rosa,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
95,,D,Machado,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
96,,L,Pajuelo,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
97,,X,Wang,"Department of Orthopaedic Surgery, Johns Hopkins University School of Medicine; The Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, United States.",United States,Johns Hopkins University School of Medicine; The Solomon H. Snyder Department of Neuroscience
98,,FQ,Zhou,"Department of Orthopaedic Surgery, Johns Hopkins University School of Medicine; The Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, United States.",United States,Johns Hopkins University School of Medicine; The Solomon H. Snyder Department of Neuroscience
99,,AJ,Pereira,"Chromosome Instability and Dynamics Group, Porto, Portugal.",Portugal,Unparsed
100,,P,Sampaio,"Advanced Light Microscopy, IBMC- Instituto de Biologia Molecular e Celular, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
101,,BY,Rubinstein,"Stowers Institute for Medical Research, Kansas City, United States.",United States,Stowers Institute for Medical Research
102,,I,Mendes Pinto,"International Iberian Nanotechnology Laboratory, Braga, Portugal.",Portugal,International Iberian Nanotechnology Laboratory
103,,M,Lampe,"Advanced Light Microscopy Facility, EMBL, Heidelberg, Germany.",Germany,EMBL
104,,P,Aguiar,"Neuroengineering and Computational Neuroscience Group, INEB- Instituto de Engenharia Biomédica, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
105,,MM,Sousa,"i3S- Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, Portugal.",Portugal,Universidade do Porto
106,,L,Wang,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
107,,F,Zhang,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
108,,F,Duan,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
109,,R,Huang,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
110,,X,Chen,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
111,,J,Ming,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
112,,J,Na,"Center for Stem Cell Biology and Regenerative Medicine, School of Medicine, Tsinghua University, Beijing, 100084, China.",China,Tsinghua University
113,,YC,Zhao,"Department of Radiation Oncology, The Second Hospital of Jilin University, Jilin, China.",China,The Second Hospital of Jilin University
114,,HY,Wang,"Department of Radiation Oncology, The Second Hospital of Jilin University, Jilin, China.",China,The Second Hospital of Jilin University
115,,YF,Li,"Department of Radiation Oncology, The Second Hospital of Jilin University, Jilin, China.",China,The Second Hospital of Jilin University
116,,XY,Yang,"Department of Orthopedic Surgery, The Second Hospital of Jilin University, Jilin, China.",China,The Second Hospital of Jilin University
117,,Y,Li,"K54, Karolinska University Hospital Huddinge, Stockholm, Sweden.",Sweden,Karolinska University Hospital Huddinge
118,,TJ,Wang,"Department of Radiation Oncology, The Second Hospital of Jilin University, Jilin, China.",China,The Second Hospital of Jilin University
119,,N,Benetti,"The Department of Medical Biology, The University of Melbourne, Parkville, VIC, Australia.",Australia,The University of Melbourne
120,,Q,Gouil,"The Department of Medical Biology, The University of Melbourne, Parkville, VIC, Australia.",Australia,The University of Melbourne
121,,A,Tapia Del Fierro,"The Department of Medical Biology, The University of Melbourne, Parkville, VIC, Australia.",Australia,The University of Melbourne
122,,T,Beck,"The Epigenetics and Development Division, WEHI, Parkville, VIC, Australia.",Australia,Unparsed
123,,K,Breslin,"The Epigenetics and Development Division, WEHI, Parkville, VIC, Australia.",Australia,Unparsed
124,,A,Keniry,"The Department of Medical Biology, The University of Melbourne, Parkville, VIC, Australia.",Australia,The University of Melbourne
125,,E,McGlinn,"Australian Regenerative Medicine Institute, Monash University, Clayton, VIC, Australia. edwina.mcglinn@monash.edu.",Australia,Monash University
126,,ME,Blewitt,"The Department of Medical Biology, The University of Melbourne, Parkville, VIC, Australia. blewitt@wehi.edu.au.",Australia,The University of Melbourne
127,,KV,Farrant,"Department of Life Sciences, Imperial College London, London, United Kingdom.",United Kingdom,Imperial College London
128,,L,Spiga,"Department of Life Sciences, Imperial College London, London, United Kingdom.",United Kingdom,Imperial College London
129,,JC,Davies,"Department of Pediatric Respiratory Medicine, Royal Brompton Hospital, London, United Kingdom.",United Kingdom,Unparsed
130,,HD,Williams,"Department of Life Sciences, Imperial College London, London, United Kingdom h.d.williams@imperial.ac.uk.",United Kingdom h,Imperial College London
131,,A,Shannon,"Aix-Marseille Université and CNRS, Laboratoire Architecture et Fonction des Macromolécules Biologiques, UMR 7257, 13009, Marseille, France.",France,Aix-Marseille Université and CNRS
132,,B,Sama,"Aix-Marseille Université and CNRS, Laboratoire Architecture et Fonction des Macromolécules Biologiques, UMR 7257, 13009, Marseille, France.",France,Aix-Marseille Université and CNRS
133,,P,Gauffre,"Aix-Marseille Université and CNRS, Laboratoire Architecture et Fonction des Macromolécules Biologiques, UMR 7257, 13009, Marseille, France.",France,Aix-Marseille Université and CNRS
134,,T,Guez,"IBMM, University of Montpellier, CNRS, ENSCM, Montpellier, France.",France,University of Montpellier
135,,F,Debart,"IBMM, University of Montpellier, CNRS, ENSCM, Montpellier, France.",France,University of Montpellier
136,,JJ,Vasseur,"IBMM, University of Montpellier, CNRS, ENSCM, Montpellier, France.",France,University of Montpellier
137,,E,Decroly,"Aix-Marseille Université and CNRS, Laboratoire Architecture et Fonction des Macromolécules Biologiques, UMR 7257, 13009, Marseille, France.",France,Aix-Marseille Université and CNRS
138,,B,Canard,"European Virus Bioinformatics Center, Leutragraben 1, 07743 Jena, Germany.",Germany,Unparsed
139,,F,Ferron,"European Virus Bioinformatics Center, Leutragraben 1, 07743 Jena, Germany.",Germany,Unparsed
140,,R,Khandia,"Department of Biochemistry and Genetics, Barkatullah University, Bhopal 462026, India.",India,Barkatullah University
141,,MK,Pandey,"Department of Translational Medicine, All India Institute of Medical Sciences, Bhopal 462020, India.",India,All India Institute of Medical Sciences
142,,AA,Khan,"Pharmaceutical Biotechnology Laboratory, Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, Riyadh 11451, Saudi Arabia.",Saudi Arabia,King Saud University
143,,IV,Rzhepakovsky,"Medical and Biological Faculty, North Caucasus Federal University, 355009 Stavropol, Russia.",Russia,North Caucasus Federal University
144,,P,Gurjar,"Department of Science and Engineering, Novel Global Community Educational Foundation, Hebersham, NSW 2770, Australia.",Australia,Unparsed
145,,MI,Karobari,"Department of Restorative Dentistry & Endodontics, University of Puthisastra, Phnom Penh 12211, Cambodia.",Cambodia,University of Puthisastra
146,,LI,Christiansen,"Comparative Pediatrics and Nutrition, Department of Veterinary and Animals Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
147,,GC,Ventura,"Comparative Pediatrics and Nutrition, Department of Veterinary and Animals Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
148,,B,Holmqvist,"ImaGene-iT AB, Lund, Sweden.",Sweden,Unparsed
149,,K,Aasmul-Olsen,"Comparative Pediatrics and Nutrition, Department of Veterinary and Animals Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
150,,SEH,Lindholm,"Comparative Pediatrics and Nutrition, Department of Veterinary and Animals Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
151,,MD,Lycas,"Department of Neuroscience, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.",Denmark,University of Copenhagen
152,,Y,Mori,"Center for Translational Neuromedicine, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.",Denmark,University of Copenhagen
153,,JB,Secher,"Department of Veterinary Clinical Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
154,,DG,Burrin,"United States Department of Agriculture, Agricultural Research Service Children's Nutrition Research Center, Department of Pediatrics, Baylor College of Medicine, Houston, TX, United States.",United States,Baylor College of Medicine
155,,T,Thymann,"Comparative Pediatrics and Nutrition, Department of Veterinary and Animals Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark.",Denmark,University of Copenhagen
156,,PT,Sangild,"Faculty of Theology, University of Copenhagen, Copenhagen, Denmark.",Denmark,University of Copenhagen
157,,S,Pankratova,"Department of Neuroscience, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.",Denmark,University of Copenhagen
158,,A,Foinquinos,"Institute of Molecular and Translational Therapeutic Strategies (IMTTS), Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany.",Germany,Institute of Molecular and Translational Therapeutic Strategies (IMTTS)
159,,S,Batkai,"CARDIOR Pharmaceuticals GmbH, Feodor-Lynen-Str. 15, 30625, Hannover, Germany.",Germany,Unparsed
160,,C,Genschel,"CARDIOR Pharmaceuticals GmbH, Feodor-Lynen-Str. 15, 30625, Hannover, Germany.",Germany,Unparsed
161,,J,Viereck,"CARDIOR Pharmaceuticals GmbH, Feodor-Lynen-Str. 15, 30625, Hannover, Germany.",Germany,Unparsed
162,,S,Rump,"CARDIOR Pharmaceuticals GmbH, Feodor-Lynen-Str. 15, 30625, Hannover, Germany.",Germany,Unparsed
163,,M,Gyöngyösi,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
164,,D,Traxler,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
165,,M,Riesenhuber,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
166,,A,Spannbauer,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
167,,D,Lukovic,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
168,,N,Weber,"Institute of Molecular and Cell Physiology, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany.",Germany,Institute of Molecular and Cell Physiology
169,,K,Zlabinger,"Division of Cardiology, Medical University of Vienna, Waehringer Guertel 18-20, 1090, Vienna, Austria.",Austria,Medical University of Vienna
