Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
18,,Z,Zhang,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China.",China,Institute of Computing Technology
19,,C,Zhang,"Department of Computational Biology, Phil Rivers Technology Ltd, Beijing, China.",China,Unparsed
20,,Y,Lu,"Department of Infectious Diseases, Chongqing Public Health Medical Center, Chongqing, China.",China,Unparsed
21,,B,Duan,"West Institute of Computing Technology, Chinese Academy of Sciences, Chongqing, China.",China,West Institute of Computing Technology
22,,G,Tan,"West Institute of Computing Technology, Chinese Academy of Sciences, Chongqing, China.",China,West Institute of Computing Technology
23,,R,Na,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Inner Mongolia Autonomous Region College of Animal Science, Inner Mongolia Agricultural University, Hohhot, China.",China,Inner Mongolia Agricultural University
24,,G,Deng,"Department of Infectious Diseases, Southwest Hospital, Third Military Medical University (Army Medical University), Chongqing, China.",China,Third Military Medical University (Army Medical University)
25,,G,Niu,"West Institute of Computing Technology, Chinese Academy of Sciences, Chongqing, China.",China,West Institute of Computing Technology
26,,A,Khanna,"Graver Technologies, Newark, NJ 07105, USA.",USA,Unparsed
27,,M,Zamani,"Stanford Cardiovascular Institute, Stanford University, Stanford, CA 94305, USA.",USA,Stanford University
28,,NF,Huang,"Veterans Affairs Palo Alto Health Care System, Palo Alto, CA 94304, USA.",USA,Unparsed
29,,H,Liebe,"Department of Biology, Chemistry, and Pharmacy, Freie Universität Berlin, Oertzenweg 19b, 14163, Berlin, Germany.",Germany,Freie Universität Berlin
30,,F,Liebe,"Institute of Veterinary Physiology, Freie Universität Berlin, Oertzenweg 19b, 14163, Berlin, Germany.",Germany,Freie Universität Berlin
31,,G,Sponder,"Institute of Veterinary Physiology, Freie Universität Berlin, Oertzenweg 19b, 14163, Berlin, Germany.",Germany,Freie Universität Berlin
32,,S,Hedtrich,"Faculty of Pharmaceutical Sciences, University of British Columbia, Vancouver, Canada.",Canada,University of British Columbia
33,,F,Stumpff,"Institute of Veterinary Physiology, Freie Universität Berlin, Oertzenweg 19b, 14163, Berlin, Germany. stumpff@zedat.fu-berlin.de.",Germany,Freie Universität Berlin
34,,C,Mora-Navarro,"Department of Chemical Engineering, University of Puerto Rico, Mayaguez, PR, United States of America.",United States of America,University of Puerto Rico
35,,ME,Garcia,"Joint Department of Biomedical Engineering, North Carolina State and University of North Carolina-Chapel Hill, Raleigh, NC, United States of America.",United States of America,North Carolina State and University of North Carolina-Chapel Hill
36,,P,Sarker,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, NC 27695, United States of America.",United States of America,North Carolina State University
37,,EW,Ozpinar,"Comparative Medicine Institute, North Carolina State University, Raleigh, NC, United States of America.",United States of America,North Carolina State University
38,,JR,Enders,"Department of Biological Sciences, North Carolina State University, Raleigh, NC, United States of America.",United States of America,North Carolina State University
39,,S,Khan,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, NC 27695, United States of America.",United States of America,North Carolina State University
40,,RC,Branski,"Departments of Rehabilitation Medicine and Otolaryngology-Head and Neck Surgery, NYU Grossman School of Medicine, New York, NY, United States of America.",United States of America,NYU Grossman School of Medicine
41,,DO,Freytes,"Comparative Medicine Institute, North Carolina State University, Raleigh, NC, United States of America.",United States of America,North Carolina State University
42,,Y,Li,"Department of Animal Science, Shandong Agricultural University, Taian, Shandong 271018, China.",China,Shandong Agricultural University
43,,C,Fu,"Department of Animal Science, Shandong Agricultural University, Taian, Shandong 271018, China.",China,Shandong Agricultural University
44,,L,Liu,"Department of Animal Science, Shandong Agricultural University, Taian, Shandong 271018, China.",China,Shandong Agricultural University
45,,Y,Liu,"Qingdao Kangda Food Co., LTD., Qingdao, Shandong 266555, China.",China,Unparsed
46,,F,Li,"Department of Animal Science, Shandong Agricultural University, Taian, Shandong 271018, China.",China,Shandong Agricultural University
47,,Y,Li,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
48,,Y,Wu,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
49,,EA,Federzoni,"Lung Biotechnology PBC, Silver Spring, United States.",United States,Unparsed
50,,X,Wang,"Key Laboratory of Organ Regeneration and Transplantation of the Ministry of Education, The First Hospital, and Institute of Immunology, Jilin University, Changchun, China.",China,Jilin University
51,,A,Dharmawan,"Lung Biotechnology PBC, Silver Spring, United States.",United States,Unparsed
52,,X,Hu,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
53,,H,Wang,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
54,,RJ,Hawley,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
55,,S,Stevens,"Lung Biotechnology PBC, Silver Spring, United States.",United States,Unparsed
56,,M,Sykes,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York, United States.",United States,Columbia University Medical Center
57,,YG,Yang,"International Center of Future Science, Jilin University, Changchun, China.",China,Jilin University
58,,EKK,Lo,"School of Biological Sciences, the University of Hong Kong, Hong Kong SAR, China.",China,the University of Hong Kong
59,,JC,Lee,"School of Biological Sciences, the University of Hong Kong, Hong Kong SAR, China.",China,the University of Hong Kong
60,,PC,Turner,"School of Public Health, Maryland Institute for Applied Environmental Health, University of Maryland, College Park, MD, USA. pturner3@umd.edu.",USA,University of Maryland
61,,H,El-Nezami,"Institute of Public Health and Clinical Nutrition, University of Eastern Finland, Kuopio, Finland. elnezami@hku.hk.",Finland,University of Eastern Finland
62,,BV,Tsu,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
63,,EJ,Fay,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
64,,KT,Nguyen,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
65,,MR,Corley,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
66,,B,Hosuru,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
67,,VA,Dominguez,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
68,,MD,Daugherty,"Division of Biological Sciences, University of California, San Diego, CA, United States.",United States,University of California
69,,CR,Choi,"Department of Physiology, College of Medicine, Gyeongsang National University, Jinju 52727, Republic of Korea.",Republic of Korea,Gyeongsang National University
70,,EJ,Kim,"Institute of Medical Sciences, Gyeongsang National University, Jinju 52727, Republic of Korea.",Republic of Korea,Gyeongsang National University
71,,TH,Choi,"Thenevus Plastic Surgery Clinic, Seoul 07013, Republic of Korea.",Republic of Korea,Unparsed
72,,J,Han,"Department of Physiology, College of Medicine, Gyeongsang National University, Jinju 52727, Republic of Korea.",Republic of Korea,Gyeongsang National University
73,,D,Kang,"Institute of Medical Sciences, Gyeongsang National University, Jinju 52727, Republic of Korea.",Republic of Korea,Gyeongsang National University
74,,Z,Wang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
75,,X,Zhao,"Key Laboratory of Animal Cellular and Genetics, Engineering of Heilongjiang Province, College of Life Science, Northeast Agricultural University, Harbin, P.R. China.",USA,Northeast Agricultural University
76,,G,Zhao,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
77,,Y,Guo,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
78,,H,Lu,"Department of Pharmacology, Southern University of Science and Technology, Shenzhen, P.R. China.",USA,Southern University of Science and Technology
79,,W,Mu,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
80,,J,Zhong,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
81,,M,Garcia-Barrio,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
82,,J,Zhang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
83,,YE,Chen,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
84,,L,Chang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
85,,Y,Zhao,Department of Pharmacology and.,Department of Pharmacology and,Unparsed
86,,G,Zhao,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
87,,Z,Chang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
88,,T,Zhu,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
89,,Y,Zhao,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
90,,H,Lu,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
91,,C,Xue,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
92,,TL,Saunders,"Transgenic Animal Model Core, University of Michigan Medical School, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical School
93,,Y,Guo,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
94,,L,Chang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
95,,YE,Chen,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
96,,J,Zhang,"Department of Internal Medicine, Cardiovascular Center, University of Michigan Medical Center, Ann Arbor, Michigan, USA.",USA,University of Michigan Medical Center
97,,D,Henn,"Department of Hand, Plastic, and Reconstructive Surgery, BG Trauma Center Ludwigshafen, Ruprecht-Karls-University of Heidelberg, Heidelberg, Germany.",Germany,Ruprecht-Karls-University of Heidelberg
98,,K,Chen,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
99,,T,Fehlmann,"Chair for Clinical Bioinformatics, Saarland University, Saarbrücken, Germany.",Germany,Saarland University
100,,AA,Trotsyuk,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
101,,D,Sivaraj,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
102,,ZN,Maan,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
103,,CA,Bonham,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
104,,JA,Barrera,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
105,,CJ,Mays,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
106,,AH,Greco,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
107,,SE,Moortgat Illouz,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
108,,JQ,Lin,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
109,,SR,Steele,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
110,,DS,Foster,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
111,,J,Padmanabhan,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
112,,A,Momeni,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
113,,D,Nguyen,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
114,,DC,Wan,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
115,,U,Kneser,"Department of Hand, Plastic, and Reconstructive Surgery, BG Trauma Center Ludwigshafen, Ruprecht-Karls-University of Heidelberg, Heidelberg, Germany.",Germany,Ruprecht-Karls-University of Heidelberg
116,,M,Januszyk,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
117,,A,Keller,"Department of Neurology and Neurological Sciences, Stanford University, Stanford, CA, USA.",USA,Stanford University
118,,MT,Longaker,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
119,,GC,Gurtner,"Hagey Laboratory for Pediatric Regenerative Medicine, Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford University, Stanford, CA, USA.",USA,Stanford University
120,,D,Serra,"Faculdade de Farmácia, Universidade de Coimbra, 3000-548 Coimbra, Portugal.",Portugal,Universidade de Coimbra
121,,JF,Henriques,"Faculdade de Farmácia, Universidade de Coimbra, 3000-548 Coimbra, Portugal.",Portugal,Universidade de Coimbra
122,,T,Serra,"ITQB-Instituto de Tecnologia Quimica e Biologica Antonio Xavier, Universidade Nova de Lisboa, 2780-157 Oeiras, Portugal.",Portugal,Universidade Nova de Lisboa
123,,A,Bento Silva,"Faculdade de Farmácia, Universidade de Lisboa, 1649-003 Lisboa, Portugal.",Portugal,Universidade de Lisboa
124,,MR,Bronze,"Faculdade de Farmácia, Universidade de Lisboa, 1649-003 Lisboa, Portugal.",Portugal,Universidade de Lisboa
125,,TCP,Dinis,"Faculdade de Farmácia, Universidade de Coimbra, 3000-548 Coimbra, Portugal.",Portugal,Universidade de Coimbra
126,,LM,Almeida,"Faculdade de Farmácia, Universidade de Coimbra, 3000-548 Coimbra, Portugal.",Portugal,Universidade de Coimbra
127,,KK,Chand,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia.",Australia,The University of Queensland
128,,J,Patel,"Faculty of Health, Queensland University of Technology, School of Biomedical Sciences, Brisbane, QLD, Australia.",Australia,Queensland University of Technology
129,,ST,Bjorkman,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia.",Australia,The University of Queensland
130,,SL,Sim,"The University of Queensland Diamantina Institute, The University of Queensland, Woolloongabba, QLD, Australia.",Australia,The University of Queensland Diamantina Institute
131,,SM,Miller,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia.",Australia,The University of Queensland
132,,E,Teo,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia.",Australia,The University of Queensland
133,,L,Jones,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia.",Australia,The University of Queensland
134,,J,Sun,"The University of Queensland Diamantina Institute, The University of Queensland, Woolloongabba, QLD, Australia.",Australia,The University of Queensland Diamantina Institute
135,,PB,Colditz,"Perinatal Research Centre, Royal Brisbane and Women's Hospital, Brisbane, QLD, Australia.",Australia,Unparsed
136,,K,Khosrotehrani,"The University of Queensland Diamantina Institute, The University of Queensland, Woolloongabba, QLD, Australia.",Australia,The University of Queensland Diamantina Institute
137,,JA,Wixey,"UQ Centre for Clinical Research, Faculty of Medicine, The University of Queensland, Brisbane, QLD, Australia. j.wixey@uq.edu.au.",Australia,The University of Queensland
138,,S,Di Sanzo,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
139,,K,Spengler,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
140,,A,Leheis,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
141,,JM,Kirkpatrick,"Proteomics Science Technology Platform, The Francis Crick Institute, MW1 1AT, London, UK.",UK,The Francis Crick Institute
142,,TL,Rändler,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
143,,T,Baldensperger,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
144,,T,Dau,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
145,,C,Henning,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
146,,L,Parca,"Bioinformatics Unit, IRCCS Casa Sollievo della Sofferenza, S. Giovanni Rotondo, Italy.",Italy,Unparsed
147,,C,Marx,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
148,,ZQ,Wang,"Faculty of Biological Sciences, Friedrich-Schiller-University of Jena, Jena, Germany.",Germany,Friedrich-Schiller-University of Jena
149,,MA,Glomb,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
150,,A,Ori,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany. alessandro.ori@leibniz-fli.de.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
151,,R,Heller,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany. regine.heller@med.uni-jena.de.",Germany,Jena University Hospital
152,,S,Di Sanzo,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
153,,K,Spengler,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
154,,A,Leheis,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
155,,JM,Kirkpatrick,"Proteomics Science Technology Platform, The Francis Crick Institute, MW1 1AT, London, UK.",UK,The Francis Crick Institute
156,,TL,Rändler,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany.",Germany,Jena University Hospital
157,,T,Baldensperger,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
158,,T,Dau,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
159,,C,Henning,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
160,,L,Parca,"Bioinformatics Unit, IRCCS Casa Sollievo della Sofferenza, S. Giovanni Rotondo, Italy.",Italy,Unparsed
161,,C,Marx,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
162,,ZQ,Wang,"Faculty of Biological Sciences, Friedrich-Schiller-University of Jena, Jena, Germany.",Germany,Friedrich-Schiller-University of Jena
163,,MA,Glomb,"Institute of Chemistry, Food Chemistry, Martin-Luther-University Halle-Wittenberg, 06120, Halle/Saale, Germany.",Germany,Martin-Luther-University Halle-Wittenberg
164,,A,Ori,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), 07745, Jena, Germany. alessandro.ori@leibniz-fli.de.",Germany,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI)
165,,R,Heller,"Institute of Molecular Cell Biology, Center for Molecular Biomedicine, Jena University Hospital, 07743, Jena, Germany. regine.heller@med.uni-jena.de.",Germany,Jena University Hospital
166,,T,Chailangkarn,"Virology and Cell Technology Research Team, National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
167,,N,Tanwattana,"Interdisciplinary Program in Genetic Engineering and Bioinformatics, Graduate School, Kasetsart University, Bangkok 10900, Thailand.",Thailand,Kasetsart University
168,,T,Jaemthaworn,"Computational Molecular Biology Group, Chulalongkorn University, Pathum Wan, Bangkok 10330, Thailand.",Thailand,Chulalongkorn University
169,,S,Sriswasdi,"Research Affairs, Faculty of Medicine, Chulalongkorn University, Pathum Wan, Bangkok 10330, Thailand.",Thailand,Chulalongkorn University
170,,N,Wanasen,"Virology and Cell Technology Research Team, National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
171,,S,Tangphatsornruang,"National Omics Center, National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
172,,K,Leetanasaksakul,"Functional Proteomics Technology, Functional Ingredients and Food Innovation Research Group, National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
173,,Y,Jantraphakorn,"Virology and Cell Technology Research Team, National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
174,,W,Nawae,"National Omics Center, National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
175,,P,Chankeeree,"Department of Microbiology and Immunology, Faculty of Veterinary Medicine, Kasetsart University, Bangkok 10900, Thailand.",Thailand,Kasetsart University
176,,P,Lekcharoensuk,"Center for Advance Studies in Agriculture and Food, KU Institute Studies, Kasetsart University, Bangkok 10900, Thailand.",Thailand,Kasetsart University
177,,B,Lumlertdacha,"Queen Saovabha Memorial Institute, Thai Red Cross Society, WHO Collaborating Center for Research and Training Prophylaxis on Rabies, 1871 Rama 4 Road, Pathumwan, Bangkok 10330, Thailand.",Thailand,Queen Saovabha Memorial Institute
178,,C,Kaewborisuth,"Virology and Cell Technology Research Team, National Center for Genetic Engineering and Biotechnology (BIOTEC), National Science and Technology Development Agency (NSTDA), Pathum Thani 12120, Thailand.",Thailand,Unparsed
179,,T,Thavorasak,"Center of Research Excellence on Therapeutic Proteins and Antibody Engineering, Department of Parasitology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.",Thailand,Mahidol University
180,,M,Chulanetra,"Center of Research Excellence on Therapeutic Proteins and Antibody Engineering, Department of Parasitology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.",Thailand,Mahidol University
181,,K,Glab-Ampai,"Center of Research Excellence on Therapeutic Proteins and Antibody Engineering, Department of Parasitology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.",Thailand,Mahidol University
182,,K,Teeranitayatarn,"MORENA Solution Company, Wang-thong-lang District, Bangkok 10310, Thailand.",Thailand,Unparsed
183,,T,Songserm,"Department of Veterinary Pathology, Faculty of Veterinary Medicine, Kam-paeng-san Campus, Kasetsart University, Nakhon-pathom 73140, Thailand.",Thailand,Kasetsart University
