Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
32,,L,Yeruva,"Department of Pediatrics, UAMS, Little Rock, AR, USA.",USA,Unparsed
33,,A,Tackett,"Arkansas Children's Research Institute, Little Rock, AR, USA.",USA,Arkansas Children's Research Institute
34,,B,Zybailov,"Department of Biochemistry and Molecular Biology, UAMS, Little Rock, AR, USA.",USA,Unparsed
35,,D,Popkova,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
36,,N,Otstavnykh,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
37,,O,Sintsova,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
38,,S,Baldaev,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
39,,R,Kalina,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
40,,I,Gladkikh,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
41,,M,Isaeva,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
42,,E,Leychenko,"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences, 159, Pr. 100 let Vladivostoku, Vladivostok 690022, Russia.",Russia,G.B. Elyakov Pacific Institute of Bioorganic Chemistry
43,,M,Xue,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
44,,L,Xing,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
45,,Y,Yang,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
46,,M,Shao,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
47,,F,Liao,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
48,,F,Xu,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
49,,Y,Chen,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
50,,S,Wang,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
51,,B,Chen,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China.",China,Fudan University
52,,C,Yao,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China. yao.chenling@zs-hospital.sh.cn.",China,Fudan University
53,,G,Gu,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China. gu.guorong@zs-hospital.sh.cn.",China,Fudan University
54,,C,Tong,"Department of Emergency Medicine, Zhongshan Hospital, Fudan University, Shanghai, 200032, China. tong.chaoyang@zs-hospital.sh.cn.",China,Fudan University
55,,F,Lamontagne,"The Center of Excellence in Research on Orphan Diseases-Fondation Courtois (CERMO-FC), Montréal, QC H3C 3P8, Canada.",Canada,Unparsed
56,,V,Khatri,"The Center of Excellence in Research on Orphan Diseases-Fondation Courtois (CERMO-FC), Montréal, QC H3C 3P8, Canada.",Canada,Unparsed
57,,P,St-Louis,"The Center of Excellence in Research on Orphan Diseases-Fondation Courtois (CERMO-FC), Montréal, QC H3C 3P8, Canada.",Canada,Unparsed
58,,S,Bourgault,"The Center of Excellence in Research on Orphan Diseases-Fondation Courtois (CERMO-FC), Montréal, QC H3C 3P8, Canada.",Canada,Unparsed
59,,D,Archambault,"The Center of Excellence in Research on Orphan Diseases-Fondation Courtois (CERMO-FC), Montréal, QC H3C 3P8, Canada.",Canada,Unparsed
60,,X,Zhu,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
61,,Z,Chen,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
62,,L,Wang,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
63,,Q,Ou,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
64,,Z,Feng,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
65,,H,Xiao,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
66,,Q,Shen,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
67,,Y,Li,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
68,,C,Jin,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
69,,JY,Xu,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
70,,F,Gao,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
71,,J,Wang,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China.",China,Tongji University School of Medicine
72,,J,Zhang,"Department of Ophthalmology, Shanghai General Hospital (Shanghai First People's Hospital), Shanghai Jiao Tong University, Shanghai, 200080, China.",China,Shanghai Jiao Tong University
73,,J,Zhang,"Department of Physiology and Pharmacology, TUSM, Shanghai, 200092, China.",China,Unparsed
74,,Z,Xu,"Huzhou college, Zhejiang, 313000, China.",China,Huzhou college
75,,GT,Xu,"The collaborative Innovation Center for Brain Science, Tongji University, Shanghai, 200092, China. gtxu@tongji.edu.cn.",China,Tongji University
76,,L,Lu,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China. lulixia@tongji.edu.cn.",China,Tongji University School of Medicine
77,,H,Tian,"Department of Ophthalmology of Tongji Hospital and Laboratory of Clinical and Visual Sciences of Tongji Eye Institute, Tongji University School of Medicine, Shanghai, 200065, China. tianhb@tongji.edu.cn.",China,Tongji University School of Medicine
78,,JA,Lednicky,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
79,,MS,Tagliamonte,"Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, Gainesville, FL, USA.",USA,University of Florida
80,,SK,White,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
81,,MA,Elbadry,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
82,,MM,Alam,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
83,,CJ,Stephenson,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
84,,TS,Bonny,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
85,,JC,Loeb,"Department of Environmental and Global Health, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
86,,T,Telisma,"Christianville Foundation, Gressier, Haiti.",Haiti,Unparsed
87,,S,Chavannes,"Christianville Foundation, Gressier, Haiti.",Haiti,Unparsed
88,,DA,Ostrov,"Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, Gainesville, FL, USA.",USA,University of Florida
89,,C,Mavian,"Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, Gainesville, FL, USA.",USA,University of Florida
90,,VM,Beau De Rochars,"Department of Health Services Research, Management and Policy, College of Public Health and Health Professions, University of Florida, Gainesville, FL, USA.",USA,University of Florida
91,,M,Salemi,"Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, Gainesville, FL, USA. salemi@pathology.ufl.edu.",USA,University of Florida
92,,JG,Morris,"Department of Medicine, College of Medicine, University of Florida, Gainesville, FL, USA. jgmorris@epi.ufl.edu.",USA,University of Florida
93,,C,Lin,"Clinic of Gastroenterology, Hepatology and Infectious Diseases, Medical Faculty, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
94,,EO,Kuffour,"Clinic of Gastroenterology, Hepatology and Infectious Diseases, Medical Faculty, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
95,,T,Li,"Clinic of Gastroenterology, Hepatology and Infectious Diseases, Medical Faculty, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
96,,CGW,Gertzen,"Institute for Pharmaceutical and Medicinal Chemistry, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
97,,J,Kaiser,"Institute for Pharmaceutical and Medicinal Chemistry, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
98,,T,Luedde,"Clinic of Gastroenterology, Hepatology and Infectious Diseases, Medical Faculty, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
99,,R,König,"Host-Pathogen Interactions, Paul-Ehrlich-Institut, 63225 Langen, Germany.",Germany,Paul-Ehrlich-Institut
100,,H,Gohlke,"Institute of Bio- and Geosciences (IBG-4: Bioinformatics), Forschungszentrum Jülich GmbH, 52425 Jülich, Germany.",Germany,Institute of Bio- and Geosciences (IBG-4: Bioinformatics)
101,,C,Münk,"Clinic of Gastroenterology, Hepatology and Infectious Diseases, Medical Faculty, Heinrich Heine University Düsseldorf, 40225 Düsseldorf, Germany.",Germany,Heinrich Heine University Düsseldorf
102,,J,Li,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
103,,S,Peng,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
104,,L,Zhong,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
105,,L,Zhou,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
106,,G,Yan,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
107,,S,Xiao,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China.",China,Jiangxi Agricultural University
108,,J,Ma,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China. mjwjxlab@jxau.edu.cn.",China,Jiangxi Agricultural University
109,,L,Huang,"National Key Laboratory for Swine Genetics, Breeding and Production Technology, Jiangxi Agricultural University, Nanchang, 330045, China. lushenghuang@hotmail.com.",China,Jiangxi Agricultural University
110,,I,Bauer,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
111,,S,Gross,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
112,,P,Merschak,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
113,,L,Kremser,"Institute of Clinical Biochemistry, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
114,,B,Karahoda,"Biology Department, Maynooth University, Maynooth, Ireland.",Ireland,Maynooth University
115,,ÖS,Bayram,"Biology Department, Maynooth University, Maynooth, Ireland.",Ireland,Maynooth University
116,,B,Abt,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
117,,U,Binder,"Institute of Hygiene and Medical Microbiology, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
118,,F,Gsaller,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
119,,H,Lindner,"Institute of Clinical Biochemistry, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
120,,Ö,Bayram,"Biology Department, Maynooth University, Maynooth, Ireland.",Ireland,Maynooth University
121,,G,Brosch,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
122,,S,Graessle,"Institute of Molecular Biology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria.",Austria,Medical University of Innsbruck
123,,Y,Zhu,"Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland; School of Food and Nutritional Sciences, University College Cork, Cork T12 K8AF, Ireland. Electronic address: yao.zhu@teagasc.ie.",Ireland,University College Cork
124,,M,Gagaoua,"Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: mohammed.gagaoua@teagasc.ie.",Ireland,Unparsed
125,,AM,Mullen,"Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: AnneMaria.mullen@teagasc.ie.",Ireland,Unparsed
126,,D,Viala,"Metabolomic and Proteomic Exploration Facility (PFEM), INRAE, F-63122 Saint-Genès-Champanelle, France. Electronic address: didier.viala@inrae.ie.",France,Unparsed
127,,DK,Rai,"Department of Food BioSciences, Teagasc Food Research Centre Ashtown, Dublin D15KN3K, Ireland. Electronic address: Dilip.Rai@teagasc.ie.",Ireland,Unparsed
128,,AL,Kelly,"School of Food and Nutritional Sciences, University College Cork, Cork T12 K8AF, Ireland. Electronic address: a.kelly@ucc.ie.",Ireland,University College Cork
129,,D,Sheehan,"Department of Chemistry, Khalifa University, Abu Dhabi, PO Box 127788, United Arab Emirates. Electronic address: david.sheehan@ku.ac.ae.",United Arab Emirates,Khalifa University
130,,RM,Hamill,"Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: ruth.hamill@teagasc.ie.",Ireland,Unparsed
131,,C,Wang,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
132,,EL,Hesketh,"Astbury Centre Structural Molecular Biology, School Molecular and Cellular Biology, Faculty Biological Sciences, University of Leeds, Leeds, UK.",UK,University of Leeds
133,,TM,Shamorkina,"Biomolecular Mass Spectrometry & Proteomics, Bijvoet Center for Biomolecular Research, Department of Chemistry, Faculty of Science, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
134,,W,Li,"State Key Laboratory of Agricultural Microbiology, College of Veterinary Medicine, Huazhong Agricultural University, Wuhan, P.R. China.",The Netherlands,Huazhong Agricultural University
135,,PJ,Franken,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
136,,D,Drabek,"Harbour BioMed, Rotterdam, The Netherlands.",The Netherlands,Unparsed
137,,R,van Haperen,"Harbour BioMed, Rotterdam, The Netherlands.",The Netherlands,Unparsed
138,,S,Townend,"Astbury Centre Structural Molecular Biology, School Molecular and Cellular Biology, Faculty Biological Sciences, University of Leeds, Leeds, UK.",UK,University of Leeds
139,,FJM,van Kuppeveld,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
140,,F,Grosveld,"Harbour BioMed, Rotterdam, The Netherlands.",The Netherlands,Unparsed
141,,,Ranson,"Astbury Centre Structural Molecular Biology, School Molecular and Cellular Biology, Faculty Biological Sciences, University of Leeds, Leeds, UK.",UK,University of Leeds
142,,J,Snijder,"Biomolecular Mass Spectrometry & Proteomics, Bijvoet Center for Biomolecular Research, Department of Chemistry, Faculty of Science, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
143,,RJ,de Groot,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands.",The Netherlands,Utrecht University
144,,DL,Hurdiss,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands. d.l.hurdiss@uu.nl.",The Netherlands,Utrecht University
145,,BJ,Bosch,"Virology Section, Infectious Diseases and Immunology Division, Department of Biomolecular Health Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands. b.j.bosch@uu.nl.",The Netherlands,Utrecht University
146,,F,La Monica,"Department of Biological, Chemical and Pharmaceutical Sciences and Technologies (STEBICEF), University of Palermo, Viale delle Scienze, Ed. 16, 90128 Palermo, Italy.",Italy,University of Palermo
147,,S,Campora,"Department of Biological, Chemical and Pharmaceutical Sciences and Technologies (STEBICEF), University of Palermo, Viale delle Scienze, Ed. 16, 90128 Palermo, Italy.",Italy,University of Palermo
148,,G,Ghersi,"Department of Biological, Chemical and Pharmaceutical Sciences and Technologies (STEBICEF), University of Palermo, Viale delle Scienze, Ed. 16, 90128 Palermo, Italy.",Italy,University of Palermo
149,,F,Merwaiss,"Instituto de Investigaciones Biotecnológicas (IIB), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires B1650HMR, Argentina.",Argentina,Universidad Nacional de San Martín (UNSAM)
150,,MJ,Pascual,"Instituto de Investigaciones Biotecnológicas (IIB), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires B1650HMR, Argentina.",Argentina,Universidad Nacional de San Martín (UNSAM)
151,,MT,Pomilio,"Instituto de Investigaciones Biotecnológicas (IIB), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires B1650HMR, Argentina.",Argentina,Universidad Nacional de San Martín (UNSAM)
152,,MG,Lopez,"Instituto de Agrobiotecnología y Biología Molecular (IABIMO), Instituto Nacional de Tecnología Agropecuaria (INTA), CONICET, Buenos Aires B1686IGC, Argentina.",Argentina,Instituto de Agrobiotecnología y Biología Molecular (IABIMO)
153,,OA,Taboga,"Instituto de Agrobiotecnología y Biología Molecular (IABIMO), Instituto Nacional de Tecnología Agropecuaria (INTA), CONICET, Buenos Aires B1686IGC, Argentina.",Argentina,Instituto de Agrobiotecnología y Biología Molecular (IABIMO)
154,,DE,Alvarez,"Instituto de Investigaciones Biotecnológicas (IIB), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires B1650HMR, Argentina.",Argentina,Universidad Nacional de San Martín (UNSAM)
155,,T,Okura,"Department of Virology 3, National Institute of Infectious Diseases, Musashimurayama 208-0011, Tokyo, Japan.",Japan,National Institute of Infectious Diseases
156,,K,Shirato,"Department of Virology 3, National Institute of Infectious Diseases, Musashimurayama 208-0011, Tokyo, Japan.",Japan,National Institute of Infectious Diseases
157,,M,Kakizaki,"Department of Virology 3, National Institute of Infectious Diseases, Musashimurayama 208-0011, Tokyo, Japan.",Japan,National Institute of Infectious Diseases
158,,S,Sugimoto,"Management Department of Biosafety, Laboratory Animal, and Pathogen Bank, National Institute of Infectious Diseases, Musashimurayama 208-0011, Tokyo, Japan.",Japan,National Institute of Infectious Diseases
159,,S,Matsuyama,"Center for Influenza and Respiratory Virus Research, National Institute of Infectious Diseases, Musashimurayama 208-0011, Tokyo, Japan.",Japan,National Institute of Infectious Diseases
160,,T,Tanaka,"Department of Microbiology, Faculty of Medicine, Graduate Faculty of Interdisciplinary Research, University of Yamanashi, Chuo 409-3898, Yamanashi, Japan.",Japan,University of Yamanashi
161,,Y,Kume,"Department of Pediatrics, School of Medicine, Fukushima Medical University, Fukushima 960-1295, Fukushima, Japan.",Japan,Fukushima Medical University
162,,M,Chishiki,"Department of Pediatrics, School of Medicine, Fukushima Medical University, Fukushima 960-1295, Fukushima, Japan.",Japan,Fukushima Medical University
