Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
20160,,A,Thiha,"Centre for Innovation in Medical Engineering (CIME), Department of Biomedical Engineering, Faculty of Engineering, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
20161,,F,Ibrahim,"Centre for Printable Electronics, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
20162,,L,Milić,"Faculty of Technical Sciences, University of Novi Sad, T. Dositeja Obradovića 6, 21000 Novi Sad, Serbia.",Serbia,University of Novi Sad
20163,,S,Muniandy,"Centre for Innovation in Medical Engineering (CIME), Department of Biomedical Engineering, Faculty of Engineering, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
20164,,NF,Jamaluddin,"Centre for Innovation in Medical Engineering (CIME), Department of Biomedical Engineering, Faculty of Engineering, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
20165,,B,Petrović,"Faculty of Medicine, University of Novi Sad, Hajduk Veljkova 3, 21000 Novi Sad, Serbia.",Serbia,University of Novi Sad
20166,,S,Kojić,"Faculty of Technical Sciences, University of Novi Sad, T. Dositeja Obradovića 6, 21000 Novi Sad, Serbia.",Serbia,University of Novi Sad
20167,,GM,Stojanović,"Faculty of Technical Sciences, University of Novi Sad, T. Dositeja Obradovića 6, 21000 Novi Sad, Serbia.",Serbia,University of Novi Sad
20168,,K,Tavakoli,"Department of Medical Laboratory Science, Kermanshah Branch, Islamic Azad University, Kermanshah P.O. Box 6718997551, Iran.",Iran,Islamic Azad University
20169,,A,Pour-Aboughadareh,"Seed and Plant Improvement Institute, Agricultural Research, Education and Extension Organization (AREEO), Karaj P.O. Box 3158854119, Iran.",Iran,Seed and Plant Improvement Institute
20170,,F,Kianersi,"Department of Agronomy and Plant Breeding, Faculty of Agriculture, Bu-Ali Sina University, Hamedan P.O. Box 6517838695, Iran.",Iran,Bu-Ali Sina University
20171,,P,Poczai,"Botany Unit, Finnish Museum of Natural History, University of Helsinki, P.O. Box 7, FI-00014 Helsinki, Finland.",Finland,University of Helsinki
20172,,A,Etminan,"Department of Plant Breeding and Biotechnology, Kermanshah Branch, Islamic Azad University, Kermanshah P.O. Box 6718997551, Iran.",Iran,Islamic Azad University
20173,,L,Shooshtari,"Department of Plant Breeding and Biotechnology, Kermanshah Branch, Islamic Azad University, Kermanshah P.O. Box 6718997551, Iran.",Iran,Islamic Azad University
20174,,L,Ji,"School of Medicine, Jiangsu University, Zhenjiang, Jiangsu, People's Republic of China; School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai Key Laboratory of Veterinary Biotechnology, Shanghai, People's Republic of China.",,Jiangsu University
20175,,Q,Liu,"School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai Key Laboratory of Veterinary Biotechnology, Shanghai, People's Republic of China.",,Shanghai Jiao Tong University
20176,,N,Wang,"School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai Key Laboratory of Veterinary Biotechnology, Shanghai, People's Republic of China.",,Shanghai Jiao Tong University
20177,,Y,Wang,"School of Medicine, Jiangsu University, Zhenjiang, Jiangsu, People's Republic of China.",,Jiangsu University
20178,,J,Sun,"School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai Key Laboratory of Veterinary Biotechnology, Shanghai, People's Republic of China.",,Shanghai Jiao Tong University
20179,,Y,Yan,"School of Agriculture and Biology, Shanghai Jiao Tong University, Shanghai Key Laboratory of Veterinary Biotechnology, Shanghai, People's Republic of China. Electronic address: yanyaxian@sjtu.edu.cn.",,Shanghai Jiao Tong University
20180,,K,Ettayebi,"Department of Molecular Virology and Microbiology, Baylor College of Medicinegrid.39382.33 (BCM), Houston, Texas, USA.",USA,Baylor College of Medicinegrid.39382.33 (BCM)
20181,,W,Salmen,"Department of Molecular Virology and Microbiology, Baylor College of Medicinegrid.39382.33 (BCM), Houston, Texas, USA.",USA,Baylor College of Medicinegrid.39382.33 (BCM)
20182,,K,Imai,"Department of Frontier Science for Advanced Environment, Graduate School of Environmental Studies, Tohoku University, Miyagi, Japan.",Japan,Tohoku University
20183,,A,Hagi,"Naruto Research Institute, Research and Development Center, Otsuka Pharmaceutical Factory, Inc., Naruto, Tokushima, Japan.",Japan,Naruto Research Institute
20184,,FH,Neill,"Department of Molecular Virology and Microbiology, Baylor College of Medicinegrid.39382.33 (BCM), Houston, Texas, USA.",USA,Baylor College of Medicinegrid.39382.33 (BCM)
20185,,RL,Atmar,"Department of Medicine, BCM, Houston, Texas, USA.",USA,Unparsed
20186,,BVV,Prasad,"The Verna and Marrs McLean Department of Biochemistry and Molecular Biology, Baylor College of Medicinegrid.39382.33, Houston, Texas, USA.",USA,Baylor College of Medicinegrid.39382.33
20187,,MK,Estes,"Department of Medicine, BCM, Houston, Texas, USA.",USA,Unparsed
20188,,Y,Ding,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",China,Gansu Agricultural University
20189,,AK,Wubshet,"Department of Basic and Diagnostic Sciences, College of Veterinary Science, Mekelle University, Mekelle 280, Ethiopia.",Ethiopia,Mekelle University
20190,,X,Ding,"State Key Laboratory of Veterinary Etiological Biology, National Foot-and-Mouth Disease Reference Laboratory, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20191,,Z,Zhang,"State Key Laboratory of Veterinary Etiological Biology, National Foot-and-Mouth Disease Reference Laboratory, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20192,,Q,Li,"State Key Laboratory of Veterinary Etiological Biology, National Foot-and-Mouth Disease Reference Laboratory, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20193,,J,Dai,"State Key Laboratory of Veterinary Etiological Biology, National Foot-and-Mouth Disease Reference Laboratory, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20194,,Q,Hou,"State Key Laboratory of Veterinary Etiological Biology, National Foot-and-Mouth Disease Reference Laboratory, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20195,,Y,Hu,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",China,Gansu Agricultural University
20196,,J,Zhang,"Hebei Normal University of Science and Technology, Qinhuangdao 066004, China.",China,Hebei Normal University of Science and Technology
20197,,J,Zhang,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20198,,Q,Hou,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20199,,W,Ma,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20200,,D,Chen,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20201,,W,Zhang,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20202,,AK,Wubshet,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20203,,Y,Ding,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20204,,M,Li,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20205,,Q,Li,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20206,,J,Chen,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20207,,J,Dai,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20208,,G,Wu,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20209,,Z,Zhang,"Hebei Key Laboratory of Preventive Veterinary Medicine, College of Animal Science and Technology, Hebei Normal University of Science & Technology, Qinhuangdao 066004, China.",China,Hebei Normal University of Science & Technology
20210,,AD,Zaberezhny,"Federal State Budgetary Institution, All-Russian Research and Technological Institute of Biological Industry (VNITIBP), Moscow 141142, Russia.",Russia,Federal State Budgetary Institution
20211,,Z,Pejsak,"Department of Infectious and Parasitic Diseases, University Center of Veterinary Medicine Jagiellonian University-Agriculture Universities, 31-120 Krakow, Poland.",Poland,University Center of Veterinary Medicine Jagiellonian University-Agriculture Universities
20212,,K,Tarasiuk,"Department of Infectious and Parasitic Diseases, University Center of Veterinary Medicine Jagiellonian University-Agriculture Universities, 31-120 Krakow, Poland.",Poland,University Center of Veterinary Medicine Jagiellonian University-Agriculture Universities
20213,,MU,Zafar Khan,"Institute of Microbiology, University of Agriculture Faisalabad, Punjab 38040, Pakistan.",Pakistan,University of Agriculture Faisalabad
20214,,Y,Wang,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20215,,J,He,"State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Lanzhou 730046, China.",China,Lanzhou Veterinary Research Institute
20216,,Y,Liu,"Hebei Key Laboratory of Preventive Veterinary Medicine, College of Animal Science and Technology, Hebei Normal University of Science & Technology, Qinhuangdao 066004, China.",China,Hebei Normal University of Science & Technology
20217,,L,Zhou,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20218,,AK,Wubshet,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20219,,J,Zhang,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20220,,S,Hou,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20221,,K,Yao,"Zhaoqing Branch Center of Guangdong Laboratory for Lingnan Modern Agricultural Science and Technology, Zhaoqing 526000, China.",China,Zhaoqing Branch Center of Guangdong Laboratory for Lingnan Modern Agricultural Science and Technology
20222,,Q,Zhao,"College of Animal Science and Technology, Hebei Normal University of Science and Technology, Qinhuangdao 066600, China.",China,Hebei Normal University of Science and Technology
20223,,J,Dai,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20224,,Y,Liu,"College of Animal Science and Technology, Hebei Normal University of Science and Technology, Qinhuangdao 066600, China.",China,Hebei Normal University of Science and Technology
20225,,Y,Ding,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20226,,J,Zhang,"College of Animal Science and Technology, Hebei Normal University of Science and Technology, Qinhuangdao 066600, China.",China,Hebei Normal University of Science and Technology
20227,,Y,Sun,"State Key Laboratory for Animal Disease Control and Prevention, Lanzhou Veterinary Research Institute, College of Veterinary Medicine, Lanzhou University, Chinese Academy of Agricultural Sciences, Lanzhou 730000, China.",China,Lanzhou University
20228,,T,Jelsma,"Department of Virology, Wageningen Bioveterinary Research (WBVR), Wageningen University & Research (WUR), P.O. Box 65, 8200 AB Lelystad, The Netherlands.",The Netherlands,Wageningen University & Research (WUR)
20229,,JJ,Wijnker,"Department of Population Health Sciences, Institute for Risk Assessment Sciences, Faculty of Veterinary Medicine, Utrecht University, P.O. Box 80.175, 3508 TD Utrecht, The Netherlands.",The Netherlands,Utrecht University
20230,,B,Smid,"Department of Virology, Wageningen Bioveterinary Research (WBVR), Wageningen University & Research (WUR), P.O. Box 65, 8200 AB Lelystad, The Netherlands.",The Netherlands,Wageningen University & Research (WUR)
20231,,E,Verheij,"Department of Virology, Wageningen Bioveterinary Research (WBVR), Wageningen University & Research (WUR), P.O. Box 65, 8200 AB Lelystad, The Netherlands.",The Netherlands,Wageningen University & Research (WUR)
20232,,WHM,van der Poel,"Department of Virology, Wageningen Bioveterinary Research (WBVR), Wageningen University & Research (WUR), P.O. Box 65, 8200 AB Lelystad, The Netherlands.",The Netherlands,Wageningen University & Research (WUR)
20233,,HJ,Wisselink,"Department of Infection Biology, Wageningen Bioveterinary Research (WBVR), Wageningen University & Research (WUR), P.O. Box 65, 8200 AB Lelystad, The Netherlands.",The Netherlands,Wageningen University & Research (WUR)
20234,,M,Hulst,"Department Virology & Molecular Biology, Wageningen Bioveterinary Research, 8221 RA Lelystad, The Netherlands.",The Netherlands,Unparsed
20235,,A,Kant,"Department Virology & Molecular Biology, Wageningen Bioveterinary Research, 8221 RA Lelystad, The Netherlands.",The Netherlands,Unparsed
