Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
28,,JJ,Callesen,"Institute of Clinical Research, University of Southern Denmark, J.B. Winsløwsvej 19, 5000 Odense C, Denmark.",Denmark,University of Southern Denmark
29,,ST,Bak,"Institute of Clinical Research, University of Southern Denmark, J.B. Winsløwsvej 19, 5000 Odense C, Denmark.",Denmark,University of Southern Denmark
30,,KL,Lambertsen,"BRIDGE-Brain Research-Inter-Disciplinary Guided Excellence, Department of Clinical Research, University of Southern Denmark, J.B. Winsløwsvej 4, 5000 Odense C, Denmark.",Denmark,University of Southern Denmark
31,,DC,Andersen,"Institute of Clinical Research, University of Southern Denmark, J.B. Winsløwsvej 19, 5000 Odense C, Denmark.",Denmark,University of Southern Denmark
32,,Y,Liu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
33,,Y,Zhang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
34,,M,Wang,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
35,,A,Cheng,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
36,,Q,Yang,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
37,,Y,Wu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
38,,R,Jia,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
39,,M,Liu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
40,,D,Zhu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
41,,S,Chen,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
42,,S,Zhang,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
43,,X,Zhao,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
44,,J,Huang,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
45,,S,Mao,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
46,,X,Ou,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
47,,Q,Gao,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
48,,Y,Wang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
49,,Z,Xu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
50,,Z,Chen,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
51,,L,Zhu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
52,,Q,Luo,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
53,,Y,Liu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
54,,Y,Yu,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
55,,L,Zhang,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
56,,B,Tian,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
57,,L,Pan,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
58,,X,Chen,"Research Center of Avian Disease, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
59,,S,Huang,"Institute of Preventive Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
60,,K,Liu,"Institute of Preventive Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
61,,A,Cheng,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
62,,M,Wang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
63,,M,Cui,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
64,,J,Huang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
65,,D,Zhu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
66,,S,Chen,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
67,,M,Liu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
68,,X,Zhao,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
69,,Y,Wu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
70,,Q,Yang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
71,,S,Zhang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
72,,X,Ou,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
73,,S,Mao,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
74,,Q,Gao,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
75,,Y,Yu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
76,,B,Tian,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
77,,Y,Liu,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
78,,L,Zhang,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
79,,Z,Yin,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
80,,B,Jing,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
81,,X,Chen,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
82,,R,Jia,"Key Laboratory of Animal Disease and Human Health of Sichuan Province, College of Veterinary Medicine, Sichuan Agricultural University, Chengdu, China.",China,Sichuan Agricultural University
83,,EM,Triplet,"Mayo Clinic Graduate School of Biomedical Sciences, Mayo Clinic Alix School of Medicine and the Mayo Clinic Medical Scientist Training Program Sciences Rochester, United States of America.",United States of America,Mayo Clinic Graduate School of Biomedical Sciences
84,,HN,Kim,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
85,,H,Yoon,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
86,,M,Radulovic,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
87,,L,Kleppe,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
88,,WL,Simon,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
89,,CI,Choi,"Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America.",United States of America,Unparsed
90,,PJ,Walsh,"Department of Genetics and Cell Biology and Development, University of Minnesota, Minneapolis, MN 55455, United States of America.",United States of America,University of Minnesota
91,,JR,Dutton,"Department of Genetics and Cell Biology and Development, University of Minnesota, Minneapolis, MN 55455, United States of America.",United States of America,University of Minnesota
92,,IA,Scarisbrick,"Mayo Clinic Graduate School of Biomedical Sciences, Mayo Clinic Alix School of Medicine and the Mayo Clinic Medical Scientist Training Program Sciences Rochester, United States of America; Department of Physical Medicine and Rehabilitation, Rehabilitation Medicine Research Center, United States of America; Department of Physiology and Biomedical Engineering, Rochester, MN 55905, United States of America. Electronic address: Scarisbrick.Isobel@mayo.edu.",United States of America,Mayo Clinic Graduate School of Biomedical Sciences
93,,JC,Cheng,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China. jungchien.cheng@gmail.com.",China,The First Affiliated Hospital of Zhengzhou University
94,,L,Fang,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
95,,Y,Li,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
96,,S,Wang,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
97,,Y,Li,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
98,,Y,Yan,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
99,,Q,Jia,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
100,,Z,Wu,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
101,,Z,Wang,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
102,,X,Han,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
103,,YP,Sun,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 450052, Zhengzhou, China. syp2008@vip.sina.com.",China,The First Affiliated Hospital of Zhengzhou University
104,,J,He,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
105,,G,Yao,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
106,,Q,He,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
107,,T,Zhang,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
108,,H,Fan,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
109,,Y,Bai,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
110,,J,Zhang,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
111,,G,Yang,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
112,,Z,Xu,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
113,,J,Hu,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
114,,Y,Sun,"Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
115,,JC,Cheng,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China. jungchien.cheng@gmail.com.",China,The First Affiliated Hospital of Zhengzhou University
116,,X,Han,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
117,,Q,Meng,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
118,,Y,Guo,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
119,,B,Liu,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
120,,T,Song,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
121,,Y,Jia,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
122,,L,Fang,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China.",China,The First Affiliated Hospital of Zhengzhou University
123,,YP,Sun,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, 40, Daxue Road, Zhengzhou, Henan, China. syp2008@vip.sina.com.",China,The First Affiliated Hospital of Zhengzhou University
124,,H,Yao,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
125,,CC,Gao,"CAS Key Laboratory of Genomic and Precision Medicine, Collaborative Innovation Center of Genetics and Development, College of Future Technology, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing, 100101, China.",China,Beijing Institute of Genomics
126,,D,Zhang,"State Key Laboratory for Agrobiotechnology, College of Biological Sciences, China Agricultural University, Beijing, 100193, China.",China,China Agricultural University
127,,J,Xu,"The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
128,,G,Song,"CAS Key Laboratory of Genomic and Precision Medicine, Collaborative Innovation Center of Genetics and Development, College of Future Technology, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing, 100101, China.",China,Beijing Institute of Genomics
129,,X,Fan,"CAS Key Laboratory of Genomic and Precision Medicine, Collaborative Innovation Center of Genetics and Development, College of Future Technology, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing, 100101, China.",China,Beijing Institute of Genomics
130,,DB,Liang,"CAS Key Laboratory of Genomic and Precision Medicine, Collaborative Innovation Center of Genetics and Development, College of Future Technology, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing, 100101, China.",China,Beijing Institute of Genomics
131,,YS,Chen,"CAS Key Laboratory of Genomic and Precision Medicine, Collaborative Innovation Center of Genetics and Development, College of Future Technology, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing, 100101, China.",China,Beijing Institute of Genomics
132,,Q,Li,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
133,,Y,Guo,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
134,,YT,Cai,"Sino-Danish College, University of Chinese Academy of Sciences, Beijing, 101408, China.",China,University of Chinese Academy of Sciences
135,,L,Hu,"Fudan University Institutes of Biomedical Sciences, Shanghai Cancer Center, Shanghai Key Laboratory of Medical Epigenetics, International Co-laboratory of Medical Epigenetics and Metabolism (Ministry of Science and Technology), Shanghai Medical College of Fudan University, Shanghai, 200032, China.",China,Fudan University Institutes of Biomedical Sciences
136,,YL,Zhao,"Sino-Danish College, University of Chinese Academy of Sciences, Beijing, 101408, China.",China,University of Chinese Academy of Sciences
137,,YP,Sun,"Center for Reproductive Medicine, Henan Key Laboratory of Reproduction and Genetics, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China. syp2008@vip.sina.com.",China,The First Affiliated Hospital of Zhengzhou University
138,,Y,Yang,"Institute of Stem Cell and Regeneration, Chinese Academy of Sciences, Beijing, 100101, China. yingyang@big.ac.cn.",China,Institute of Stem Cell and Regeneration
139,,J,Han,"State Key Laboratory for Agrobiotechnology, College of Biological Sciences, China Agricultural University, Beijing, 100193, China. hanjy@cau.edu.cn.",China,China Agricultural University
140,,YG,Yang,"Institute of Stem Cell and Regeneration, Chinese Academy of Sciences, Beijing, 100101, China. ygyang@big.ac.cn.",China,Institute of Stem Cell and Regeneration
141,,Y,Li,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",China,The First Affiliated Hospital of Zhengzhou University
142,,HM,Chang,"Reproductive Medicine Center, Department of Obstetrics and Gynecology, China Medical University Hospital, Taichung, Taiwan.",Taiwan,China Medical University Hospital
143,,YW,Sung,"Reproductive Medicine Center, Department of Obstetrics and Gynecology, China Medical University Hospital, Taichung, Taiwan.",Taiwan,China Medical University Hospital
144,,H,Zhu,"Department of Obstetrics and Gynecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada.",Canada,University of British Columbia
145,,PCK,Leung,"Department of Obstetrics and Gynecology, BC Children's Hospital Research Institute, University of British Columbia, Room 317, 950 West 28th Avenue, Vancouver, BC, V5Z 4H4, Canada. peter.leung@ubc.ca.",Canada,University of British Columbia
146,,YP,Sun,"Henan Provincial Obstetrical and Gynecological Diseases (Reproductive Medicine) Clinical Research Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China. syp2008@vip.sina.com.",China,The First Affiliated Hospital of Zhengzhou University
147,,G,Saade,"BIOEPAR, INRAE, Oniris, 44307 Nantes, France.",France,Unparsed
148,,D,Ménard,"BIOEPAR, INRAE, Oniris, 44307 Nantes, France.",France,Unparsed
149,,C,Hervet,"BIOEPAR, INRAE, Oniris, 44307 Nantes, France.",France,Unparsed
150,,P,Renson,"ANSES, Ploufragan-Plouzané-Niort Laboratory, Swine Virology Immunology Unit, 22440 Ploufragan, France.",France,Ploufragan-Plouzané-Niort Laboratory
151,,E,Hue,"Normandy University, UNICAEN ImpedanCELL, Federative Structure 4206 ICORE, 14280 Saint-Contest, France.",France,Normandy University
152,,J,Zhu,"Joint International Research Laboratory of Agriculture and Agri-Product Safety, Yangzhou 225009, China.",China,Joint International Research Laboratory of Agriculture and Agri-Product Safety
153,,L,Dubreil,"PAnTher, INRAE, Oniris, 44307 Nantes, France.",France,Unparsed
154,,R,Paillot,"Normandy University, UNICAEN ImpedanCELL, Federative Structure 4206 ICORE, 14280 Saint-Contest, France.",France,Normandy University
155,,S,Pronost,"Normandy University, UNICAEN ImpedanCELL, Federative Structure 4206 ICORE, 14280 Saint-Contest, France.",France,Normandy University
156,,O,Bourry,"ANSES, Ploufragan-Plouzané-Niort Laboratory, Swine Virology Immunology Unit, 22440 Ploufragan, France.",France,Ploufragan-Plouzané-Niort Laboratory
157,,G,Simon,"ANSES, Ploufragan-Plouzané-Niort Laboratory, Swine Virology Immunology Unit, 22440 Ploufragan, France.",France,Ploufragan-Plouzané-Niort Laboratory
158,,J,Dupont,"PRC, INRAE, 37380 Nouzilly, France.",France,Unparsed
