keyword,pubmedId,author_name,affiliation,institute,address
Glucosaminidase,37631877,Garcia GM,"Laboratory of Pharmaceutics and Nanotechnology (LDGNano), School of Pharmacy, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil.",Federal University of Ouro Preto,"R. Nove, 27 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
Glucosaminidase,37631877,Batista MA,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
Glucosaminidase,37631877,Mendonça LZ,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
Glucosaminidase,37631877,Viana KF,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
Glucosaminidase,37631877,Sant'Ana RCO,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
Glucosaminidase,37631877,Melo Júnior OAO,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
Glucosaminidase,37631877,Silveira-Lemos D,"Integrated Research Group on Biomarkers, René Rachou Research Center, Oswaldo Cruz Foundation, Belo Horizonte 30190-009, Brazil.",Unparsed,"Av. Augusto de Lima, 1715 - Barro Preto, Belo Horizonte - MG, 30190-002, Brazil"
Glucosaminidase,37631877,Dutra WO,"National Institute of Science and Technology in Tropical Diseases, INCT-DT, Salvador 40110-060, Brazil.",National Institute of Science and Technology in Tropical Diseases,"Beheshti University Station, Tajrish, Tehran Province, Iran"
Glucosaminidase,37631877,Martins-Filho OA,"Laboratory of Diagnosis and Monitoring Biomarkers, René Rachou Research Center, Oswaldo Cruz Foundation, Belo Horizonte 30190-009, Brazil.",Laboratory of Diagnosis and Monitoring Biomarkers,"9381 Judicial Dr Suite 120, San Diego, CA 92121, USA"
Glucosaminidase,37631877,Galdino AS,"Laboratory of Microorganism Biotechnology, Federal University of São João Del-Rei (UFSJ), Midwest Campus, Divinópolis 35501-296, Brazil.",Federal University of São João Del-Rei (UFSJ),"Praça Frei Orlando, 170 - Centro, São João del Rei - MG, 36307-352, Brazil"
Glucosaminidase,37631877,de Moura SAL,"Laboratory of Biomaterials and Experimental Pathology, Institute of Exact and Biological Sciences, Federal University of Ouro Preto, Ouro Preto 35402-136, Brazil.",Federal University of Ouro Preto,"Rua Professor Paulo Magalhães Gomes, 122 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
Glucosaminidase,37631877,Mosqueira VCF,"Laboratory of Pharmaceutics and Nanotechnology (LDGNano), School of Pharmacy, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil.",Federal University of Ouro Preto,"R. Nove, 27 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
Glucosaminidase,37631877,Giunchetti RC,"National Institute of Science and Technology in Tropical Diseases, INCT-DT, Salvador 40110-060, Brazil.",National Institute of Science and Technology in Tropical Diseases,"Beheshti University Station, Tajrish, Tehran Province, Iran"
β-Glucan,33125892,Kalafati L,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; National Center for Tumor Diseases, Partner Site Dresden, 01307 Dresden and German Cancer Research Center, Heidelberg, 69120 Heidelberg, Germany.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Kourtzelis I,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; National Center for Tumor Diseases, Partner Site Dresden, 01307 Dresden and German Cancer Research Center, Heidelberg, 69120 Heidelberg, Germany; Hull York Medical School, York Biomedical Research Institute, University of York, York, YO10 5DD, UK. Electronic address: ioannis.kourtzelis@york.ac.uk.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Schulte-Schrepping J,"Department of Genomics and Immunoregulation, Life and Medical Science Institute, University of Bonn, 53115 Bonn, Germany.",University of Bonn,"Karlrobert-Kreiten-Straße 13, 53115 Bonn, Germany"
β-Glucan,33125892,Li X,"Department of Basic and Translational Sciences, Penn Dental Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.",University of Pennsylvania,"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,33125892,Hatzioannou A,"Laboratory of Immune Regulation and Tolerance, Autoimmunity and Inflammation, Biomedical Research Foundation of the Academy of Athens, 11527 Athens, Greece.",Biomedical Research Foundation of the Academy of Athens,"4 Soranou Ephessiou Street, Athina 115 27, Greece"
β-Glucan,33125892,Grinenko T,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Hagag E,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Sinha A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; National Center for Tumor Diseases, Partner Site Dresden, 01307 Dresden and German Cancer Research Center, Heidelberg, 69120 Heidelberg, Germany.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Has C,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Dietz S,"DFG-Center for Regenerative Therapies Dresden, 01307 Dresden, Germany.",Unparsed,"Fetscherstraße 105, 01307 Dresden, Germany"
β-Glucan,33125892,de Jesus Domingues AM,"Max-Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany.",Max-Planck Institute of Molecular Cell Biology and Genetics,"Pfotenhauerstraße 108, 01307 Dresden, Germany"
β-Glucan,33125892,Nati M,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Sormendi S,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Neuwirth A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Chatzigeorgiou A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Ziogas A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Lesche M,"DRESDEN-concept Genome Center, Center for Molecular and Cellular Bioengineering, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Dahl A,"DRESDEN-concept Genome Center, Center for Molecular and Cellular Bioengineering, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Henry I,"Max-Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany.",Max-Planck Institute of Molecular Cell Biology and Genetics,"Pfotenhauerstraße 108, 01307 Dresden, Germany"
β-Glucan,33125892,Subramanian P,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Wielockx B,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Murray P,"Immunoregulation Group, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany.",Max Planck Institute of Biochemistry,"Am Klopferspitz 18, 82152 Planegg, Germany"
β-Glucan,33125892,Mirtschink P,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Chung KJ,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Fiedlerstraße 27, 01307 Dresden, Germany"
β-Glucan,33125892,Schultze JL,"Department of Genomics and Immunoregulation, Life and Medical Science Institute, University of Bonn, 53115 Bonn, Germany; PRECISE - Platform for Single Cell Genomics and Epigenomics at the German Center for Neurodegenerative Diseases and the University of Bonn, 53115 Bonn, Germany.",University of Bonn,"Venusberg, 53127 Bonn, Germany"
β-Glucan,33125892,Netea MG,"Department of Genomics and Immunoregulation, Life and Medical Science Institute, University of Bonn, 53115 Bonn, Germany; Department of Internal Medicine and Radboud Center for Infectious Diseases, Radboud University Medical Center, Nijmegen, 6525 XZ, the Netherlands.",University of Bonn,"Regina-Pacis-Weg 3, 53113 Bonn, Germany"
β-Glucan,33125892,Hajishengallis G,"Department of Basic and Translational Sciences, Penn Dental Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.",University of Pennsylvania,"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,33125892,Verginis P,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; Laboratory of Immune Regulation and Tolerance, Autoimmunity and Inflammation, Biomedical Research Foundation of the Academy of Athens, 11527 Athens, Greece.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Mitroulis I,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; National Center for Tumor Diseases, Partner Site Dresden, 01307 Dresden and German Cancer Research Center, Heidelberg, 69120 Heidelberg, Germany.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,33125892,Chavakis T,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany; Centre for Cardiovascular Science, Queen's Medical Research Institute, University of Edinburgh, Edinburgh, EH16 4TJ, UK. Electronic address: triantafyllos.chavakis@uniklinikum-dresden.de.",Technische Universität Dresden,"01069 Dresden, Germany"
β-Glucan,34740960,Stothers CL,"Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN; cody.l.stothers@vanderbilt.edu.",Vanderbilt University Medical Center,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,34740960,Burelbach KR,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Owen AM,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Patil NK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,McBride MA,"Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN.",Vanderbilt University Medical Center,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,34740960,Bohannon JK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Luan L,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Hernandez A,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Patil TK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34740960,Williams DL,"Center for Inflammation, Infectious Disease and Immunity, Department of Surgery, James H. Quillen College of Medicine, East Tennessee State University, Johnson City, TN.",East Tennessee State University,"1276 Gilbreath Dr, Johnson City, TN 37614, USA"
β-Glucan,34740960,Sherwood ER,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"Nashville, TN 37232, USA"
β-Glucan,34765834,Lowman DW,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,34765834,Sameer Al-Abdul-Wahid M,"NMR Centre, Advanced Analysis Centre, University of Guelph, Guelph, ON N1G 2W1 Canada.",University of Guelph,"50 Stone Rd E, Guelph, ON N1G 2W1, Canada"
β-Glucan,34765834,Ma Z,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,34765834,Kruppa MD,"Department of Biomedical Sciences, Quillen College of Medicine, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"178 Maple Ave, Mountain Home, TN 37684, USA"
β-Glucan,34765834,Rustchenko E,"Department of Biochemistry and Biophysics, University of Rochester Medical Center, Rochester, NY, USA.",University of Rochester Medical Center,"601 Elmwood Ave, Rochester, NY 14642, USA"
β-Glucan,34765834,Williams DL,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,32758805,Liu K,"Grain Chemistry and Utilization Laboratory, National Small Grains and Potato Germplasm Research Unit, U.S. Dept. of Agriculture, Agricultural Research Service, 1691 S. 2700 W, Aberdeen, ID 83210, USA. Electronic address: Keshun.liu@usda.gov.",Grain Chemistry and Utilization Laboratory,"1691 S 2700 W, Aberdeen, ID 83210, USA"
β-Glucan,32758805,Wise ML,"Retired, formerly with Cereal Crops Research, U.S Dept. of Agriculture, Agricultural Research Service, 502 Walnut St, Madison, WI 53726, USA.",Unparsed,"502 Walnut St, Madison, WI 53726, USA"
Glucan,37376063,Zhong X,"Medical College, Shaoguan University, Shaoguan 512026, China.",Shaoguan University,"QGXQ+9X7, Wujiang District, Shaoguan, Shaoguan, Guangdong Province, China, 512029"
Glucan,37376063,Wang G,"School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China.",Sun Yat-sen University,"China, Guang Dong Sheng, Guang Zhou Shi, Hai Zhu Qu, Kang Le Lu, 中大西南区493 邮政编码: 510275"
Glucan,37376063,Li F,"The Eighth Affiliated Hospital, Sun Yat-sen University, Shenzhen 518033, China.",Sun Yat-sen University,"China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 1 层 邮政编码: 518039"
Glucan,37376063,Fang S,"School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China.",Sun Yat-sen University,"China, Guang Dong Sheng, Guang Zhou Shi, Hai Zhu Qu, Kang Le Lu, 中大西南区493 邮政编码: 510275"
Glucan,37376063,Zhou S,"School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China.",Sun Yat-sen University,"China, Guang Dong Sheng, Guang Zhou Shi, Hai Zhu Qu, Kang Le Lu, 中大西南区493 邮政编码: 510275"
Glucan,37376063,Ishiwata A,"RIKEN Cluster for Pioneering Research, Wako 351-0198, Saitama, Japan.",RIKEN Cluster for Pioneering Research,"2-1 Hirosawa, Wako, Saitama 351-0198, Japan"
Glucan,37376063,Tonevitsky AG,"Faculty of Biology and Biotechnology, National Research University Higher School of Economics, Moscow 117418, Russia.",National Research University Higher School of Economics,"Myasnitskaya Ulitsa, 20, Moskva, Russia, 101000"
Glucan,37376063,Shkurnikov M,"Faculty of Biology and Biotechnology, National Research University Higher School of Economics, Moscow 117418, Russia.",National Research University Higher School of Economics,"Myasnitskaya Ulitsa, 20, Moskva, Russia, 101000"
Glucan,37376063,Cai H,"School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China.",Sun Yat-sen University,"China, Guang Dong Sheng, Guang Zhou Shi, Hai Zhu Qu, Kang Le Lu, 中大西南区493 邮政编码: 510275"
Glucan,37376063,Ding F,"School of Pharmaceutical Sciences (Shenzhen), Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China.",Sun Yat-sen University,"China, Guang Dong Sheng, Guang Zhou Shi, Hai Zhu Qu, Kang Le Lu, 中大西南区493 邮政编码: 510275"
β-Glucan,36890624,Zhang Q,"Institute of Pharmacology, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China.",Shandong First Medical University and Shandong Academy of Medical Sciences,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
β-Glucan,36890624,Zhao W,"Department of Pharmacology, School of Pharmacy, Qingdao University, Qingdao, China.",Qingdao University,"308 Ning Xia Lu, Lao Shan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266071"
β-Glucan,36890624,Hou Y,"Institute of Pharmacology, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China.",Shandong First Medical University and Shandong Academy of Medical Sciences,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
β-Glucan,36890624,Song X,"Institute of Pharmacology, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China.",Shandong First Medical University and Shandong Academy of Medical Sciences,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
β-Glucan,36890624,Yu H,"Institute of Pharmacology, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China.",Shandong First Medical University and Shandong Academy of Medical Sciences,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
β-Glucan,36890624,Tan J,"College of Animal Science and Veterinary Medicine, Shandong Agricultural University, Tai-an City, China.",Shandong Agricultural University,"61 Dai Zong Da Jie, Tai Shan Qu, Tai An Shi, Shan Dong Sheng, China, 271002"
β-Glucan,36890624,Zhou Y,"Institute of Pharmacology, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China.",Shandong First Medical University and Shandong Academy of Medical Sciences,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
β-Glucan,36890624,Zhang HT,"Department of Pharmacology, School of Pharmacy, Qingdao University, Qingdao, China.",Qingdao University,"308 Ning Xia Lu, Lao Shan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266071"
β-Glucan,33008466,Shi H,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Yu Y,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China. yinghua@uow.edu.au.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Lin D,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Zheng P,"School of Medicine, University of Wollongong, Wollongong, NSW, 2522, Australia.",University of Wollongong,"University of Wollongong, Building 28, Keiraville NSW 2522, Australia"
β-Glucan,33008466,Zhang P,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Hu M,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Wang Q,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Pan W,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Yang X,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Hu T,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Li Q,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Tang R,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Zhou F,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Zheng K,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China. zky02@163.com.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,33008466,Huang XF,"School of Medicine, University of Wollongong, Wollongong, NSW, 2522, Australia. xhuang@uow.edu.au.",University of Wollongong,"Northfields Ave, Wollongong NSW 2522, Australia"
β-Glucan,36782332,Cui Z,"The Second Clinical Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Gong Y,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Luo X,"The Second Clinical Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Zheng N,"Department of Anatomy, Basic Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Tan S,"The Second Clinical Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Liu S,"The First Clinical Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Li Y,"The Second Clinical Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Wang Q,"Department of Pathology, Basic Medical College, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Sun F,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Hu M,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Pan W,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China. panwei525@126.com.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,36782332,Yang X,"Jiangsu Key Laboratory of Immunity and Metabolism, Department of Pathogen Biology and Immunology, Xuzhou Medical University, Xuzhou, 221004, Jiangsu, China. yxyxiaoliqq@163.com.",Xuzhou Medical University,"Yunlong District, Xuzhou, China, 221004"
β-Glucan,37685079,Sung M,"Department of Food and Nutrition, Sookmyung Women's University, Seoul 04310, Republic of Korea.",Sookmyung Women's University,"South Korea, Seoul, Mapo-gu, 연남동 509-19"
β-Glucan,37685079,Yoon Y,"Risk Analysis Research Center, Sookmyung Women's University, Seoul 04310, Republic of Korea.",Sookmyung Women's University,"South Korea, Seoul, Mapo-gu, 연남동 509-19"
β-Glucan,37685079,Lee J,"Department of Food & Nutrition, Dong-eui University, Busan 47340, Republic of Korea.",Dong-eui University,"176 Eomgwang-ro, Busanjin-gu, Busan, South Korea"
β-Glucan,37272431,Yu L,"International Joint Research Laboratory for Probiotics, Jiangnan University, Wuxi, Jiangsu, China.",Jiangnan University,"F7HG+RGJ, Li Hu Da Dao, Bin Hu Qu, Wu Xi Shi, Jiang Su Sheng, China, 214126"
β-Glucan,37272431,Gao Y,"School of Food Science and Technology, Jiangnan University, Wuxi, Jiangsu, China.",Jiangnan University,"China, Jiang Su Sheng, Wu Xi Shi, Bin Hu Qu, 三江路F7J9+68W 邮政编码: 214082"
β-Glucan,37272431,Ye Z,"School of Food Science and Technology, Jiangnan University, Wuxi, Jiangsu, China.",Jiangnan University,"China, Jiang Su Sheng, Wu Xi Shi, Bin Hu Qu, 三江路F7J9+68W 邮政编码: 214082"
