keyword,pubmedId,author_name,affiliation,institute,address
Chitinase,37838809,Ângela Taipa M,"iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy, Instituto Superior Técnico, Av. Rovisco Pais, 1049-001, Lisbon, Portugal.",iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy,"77 Massachusetts Avenue, 1-290, Cambridge, MA 02139, USA"
Chitinase,37838809,Costa R,"iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy, Instituto Superior Técnico, Av. Rovisco Pais, 1049-001, Lisbon, Portugal.",iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy,"1001 E 3rd St, Bloomington, IN 47405, USA"
Chitinase,37838809,Keller-Costa T,"iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy, Instituto Superior Técnico, Av. Rovisco Pais, 1049-001, Lisbon, Portugal. tinakellercosta@tecnico.ulisboa.pt.",iBB-Institute for Bioengineering and Biosciences and i4HB-Institute for Health and Bioeconomy,"32 Vassar St, Cambridge, MA 02139, USA"
Chitinase,37005671,An S,"School of Clinical and Basic Medical Science, Shandong First Medical University (Shandong Academy of Medical Sciences), Jinan, 250117, China.",Shandong First Medical University (Shandong Academy of Medical Sciences),"Providence, RI 02906, USA"
Chitinase,37005671,Liu W,"School of Clinical and Basic Medical Science, Shandong First Medical University (Shandong Academy of Medical Sciences), Jinan, 250117, China.",Shandong First Medical University (Shandong Academy of Medical Sciences),"Providence, RI 02906, USA"
Chitinase,37005671,Fu J,"School of Clinical and Basic Medical Science, Shandong First Medical University (Shandong Academy of Medical Sciences), Jinan, 250117, China.",Shandong First Medical University (Shandong Academy of Medical Sciences),"75 Waterman St, Providence, RI 02912, USA"
Chitinase,37005671,Zhang Z,"School of Clinical and Basic Medical Science, Shandong First Medical University (Shandong Academy of Medical Sciences), Jinan, 250117, China. vector0518@126.com.",Shandong First Medical University (Shandong Academy of Medical Sciences),"Providence, RI 02906, USA"
Chitinase,37005671,Zhang R,"School of Laboratory Animal (Shandong Laboratory Animal Center), Shandong First Medical University (Shandong Academy of Medical Sciences), Jinan, 250117, China. zhangrl_06@126.com.",Shandong First Medical University (Shandong Academy of Medical Sciences),"Providence, RI 02906, USA"
Chitinase,37968300,Capovilla G,"Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA. gio.capovilla@gmail.com.",Massachusetts Institute of Technology,"Providence, RI 02906, USA"
Chitinase,37968300,Castro KG,"Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA.",Massachusetts Institute of Technology,"Providence, RI 02906, USA"
Chitinase,37968300,Collani S,"Department of Fysiologisk Botanik, Umeå Plant Science Centre (UPSC), Umeå University, Umeå, Sweden.",Umeå University,"Brown University, 164 Angell St 4th floor, Providence, RI 02906, USA"
Chitinase,37968300,Kearney SM,"Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA.",Massachusetts Institute of Technology,"300 Cedar St #441, New Haven, CT 06520, USA"
Chitinase,37968300,Kehoe DM,"Department of Biology, Indiana University, Bloomington, IN, USA.",Indiana University,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,37968300,Chisholm SW,"Department of Biology, Massachusetts Institute of Technology, Cambridge, MA, USA. chisholm@mit.edu.",Massachusetts Institute of Technology,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,35234337,Connolly K,"Graduate Program in Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,35234337,Lehoux M,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Emergency Room, 2500 N State St, Jackson, MS 39216, USA"
Chitinase,35234337,O'Rourke R,"Graduate Program in Pathobiology, Brown University, Providence, Rhode Island, USA.",Brown University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,32350087,Sharma L,Both authors contributed equally.,Unparsed,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,32350087,Dela Cruz CS,"Section of Pulmonary and Critical Care and Sleep Medicine, Dept of Medicine, Yale University School of Medicine, New Haven, CT, USA charles.delacruz@yale.edu.",Yale University School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,37255426,Devlin JR,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"B208, 333 Cedar St Sterling Hall of Medicine, New Haven, CT 06510, USA"
Chitinase,37255426,Behnsen J,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,37050169,Zhang Q,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Chitinase,37050169,Luo N,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Chitinase,37050169,Ahmad B,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518120, China.",Agricultural Genomics Institute at Shenzhen,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Chitinase,37050169,Chen Q,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Chitinase,37050169,Wen Z,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,37374889,Wang C,"Center for Anaerobic Microbes, Institute of Biology, Gansu Academy of Sciences, Lanzhou 730000, China.",Institute of Biology,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,37374889,Yang Y,"Beijing Animal Husbandry Station, Beijing 100107, China.",Unparsed,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,37374889,Ma C,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37374889,Sunkang Y,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37374889,Tang S,"Beijing Animal Husbandry Station, Beijing 100107, China.",Unparsed,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37374889,Zhang Z,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37374889,Wan X,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
β-Glucosidase,35224403,Payne JN,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Medical Sciences D, Irvine, CA 92617, USA"
Glucosaminidase,37452282,Tan X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Glucosaminidase,37452282,Jiao X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Glucosaminidase,37452282,Shi Y,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China. shi.yiqin@zs-hospital.sh.cn.",Fudan University,"Building C, 240 Longwood Ave, Boston, MA 02115, USA"
Glucosaminidase,37106631,Novak R,"Center for Translational and Clinical Research, Department of Proteomics, School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"304, Rice Hall, 340 Tower Rd, Ithaca, NY 14853, USA"
Glucosaminidase,37106631,Salai G,"Department of Pulmonology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37106631,Hrkac S,"Department of of Clinical Immunology, Allergology and Rheumatology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37106631,Vojtusek IK,"Department of Nephrology, Arterial Hypertension, Dialysis and Transplantation, University Hospital Center Zagreb, 10000 Zagreb, Croatia.",University Hospital Center Zagreb,"1600 SW Archer Rd, Gainesville, FL 32610, USA"
Glucosaminidase,37106631,Grgurevic L,"Department of Anatomy, ""Drago Perovic"", School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,37383593,Lin ZH,"Department of Endocrinology, Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,37383593,Dai SF,"Department of Endocrinology, Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,37383593,Zhao JN,"Department of Endocrinology, Yongjia Hospital of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Unparsed,"307 University Ave, Fort Collins, CO 80521, USA"
Glucosaminidase,37383593,Jiang Y,"Department of Acupuncture, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, Zhejiang Province, China. jyygl9397@126.com.",The First Affiliated Hospital of Wenzhou Medical University,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35302753,Morsby JJ,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35302753,Smith BD,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"3450 SW Campus Way, Corvallis, OR 97331, USA"
Glucosaminidase,36757204,Weaver A,"Department of Microbiology, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA.",Blavatnik Institute,"1991 Upper Buford Cir # 454, St Paul, MN 55108, USA"
Glucosaminidase,36757204,Taguchi A,"SANKEN (The Institute of Scientific and Industrial Research), Osaka University, Ibaraki, Osaka, Japan.",Osaka University,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,36757204,Dörr T,"Cornell Institute of Host-Microbe Interactions and Disease, Cornell University, Ithaca, New York, USA.",Cornell University,"200 SW 35th St, Corvallis, OR 97333, USA"
Glucosaminidase,37488890,Rouse CJ,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"1959 NE Pacific St, Seattle, WA 98195, USA"
Glucosaminidase,37488890,Jensen VN,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA"
Glucosaminidase,37488890,Heldermon CD,"University of Florida College of Medicine, Gainesville, FL, USA.",University of Florida College of Medicine,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
Glucosaminidase,35128320,Ducey TF,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
Glucosaminidase,35128320,Novak JM,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"1001 Health Sciences Rd, Irvine, CA 92617, USA"
Glucosaminidase,35128320,Sigua GC,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE Room 8-166, Minneapolis, MN 55455, USA"
Glucosaminidase,35128320,Ippolito JA,"Department of Soil and Crop Sciences, Colorado State University, Fort Collins CO, USA.",Colorado State University,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,35128320,Rushmiller HC,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,35128320,Watts DW,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,35128320,Trippe KM,"National Forage Seed Production Research Center, Agricultural Research Service-USDA, Corvallis OR, USA.",Unparsed,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,32291269,Guillem A,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,32291269,Keyser J,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,32291269,Singh B,"Department of Medicine, The University of California, Irvine, California.",The University of California,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36861850,Ordinola-Zapata R,"Division of Endodontics, Department of Restorative Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36861850,Lima BP,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"28 Wells Ave 3rd floor, Yonkers, NY 10701, USA"
Glucosaminidase,36861850,Staley C,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Baltimore Ave, Beltsville, MD, USA"
Glucosaminidase,36414253,Lund VA,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"1700 E Cold Spring Ln, Baltimore, MD 21251, USA"
Glucosaminidase,36414253,Gangotra H,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Baltimore Ave, Beltsville, MD, USA"
Glucosaminidase,36414253,DeMeester K,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"321 Steinhaus Hall, Irvine, CA 92697, USA"
Glucosaminidase,36414253,Liang H,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"3200 Croul Hall St, Irvine, CA 92697, USA"
Glucosaminidase,36414253,Santiago C,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Riverside, CA 92507, USA"
Glucosaminidase,36414253,Leimkuhler Grimes C,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"3200 Croul Hall St, Irvine, CA 92697, USA"
Glucosaminidase,36414253,Jones S,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"321 Steinhaus Hall, Irvine, CA 92697, USA"
Glucosaminidase,36414253,Foster SJ,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"40 Celebration Dr, Rochester, NY 14620, USA"
Glucosaminidase,31717357,Swift SM,"Contrafect Corporation., Yonkers, NY 10701, USA.",Unparsed,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,31717357,Reid KP,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,31717357,Donovan DM,"Department of Biology, Morgan State University, Baltimore, MD 21251, USA.",Morgan State University,"Crittenden Blvd, Rochester, NY 14642, USA"
Glucosaminidase,31717357,Ramsay TG,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"2184 Welsch Industrial Ct, St. Louis, MO 63146, USA"
Glucosaminidase,37071353,Mai H,"Vietnam Academy of Science and Technology, University of Science and Technology of Hanoi, Hanoi, Vietnam. mai.huong@usth.edu.vn.",University of Science and Technology of Hanoi,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,37071353,Thien ND,"Vietnam Academy of Science and Technology, University of Science and Technology of Hanoi, Hanoi, Vietnam.",University of Science and Technology of Hanoi,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,34596381,Klose AM,"Department of Dermatology, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"9381 Judicial Dr Suite 120, San Diego, CA 92121, USA"
Glucosaminidase,37631877,Gonçalves AAM,"Laboratory of Biology of Cell Interactions, Department of Morphology, Federal University of Minas Gerais (UFMG), Belo Horizonte 31270-901, Brazil.",Federal University of Minas Gerais (UFMG),"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,33125892,Has C,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,33125892,Sormendi S,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,33125892,Neuwirth A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Chatzigeorgiou A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Ziogas A,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Lesche M,"DRESDEN-concept Genome Center, Center for Molecular and Cellular Bioengineering, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,33125892,Dahl A,"DRESDEN-concept Genome Center, Center for Molecular and Cellular Bioengineering, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Henry I,"Max-Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany.",Max-Planck Institute of Molecular Cell Biology and Genetics,"Nashville, TN 37232, USA"
β-Glucan,33125892,Subramanian P,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Wielockx B,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Murray P,"Immunoregulation Group, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany.",Max Planck Institute of Biochemistry,"1276 Gilbreath Dr, Johnson City, TN 37614, USA"
β-Glucan,33125892,Mirtschink P,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"Nashville, TN 37232, USA"
β-Glucan,33125892,Chung KJ,"Institute for Clinical Chemistry and Laboratory Medicine, Faculty of Medicine, Technische Universität Dresden, 01307 Dresden, Germany.",Technische Universität Dresden,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,33125892,Netea MG,"Department of Genomics and Immunoregulation, Life and Medical Science Institute, University of Bonn, 53115 Bonn, Germany; Department of Internal Medicine and Radboud Center for Infectious Diseases, Radboud University Medical Center, Nijmegen, 6525 XZ, the Netherlands.",University of Bonn,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,33125892,Hajishengallis G,"Department of Basic and Translational Sciences, Penn Dental Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.",University of Pennsylvania,"178 Maple Ave, Mountain Home, TN 37684, USA"
