keyword,pubmedId,author_name,affiliation,institute,address
Chitinase,35234337,Connolly K,"Graduate Program in Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-J364, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,Lehoux M,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-J364, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,O'Rourke R,"Graduate Program in Pathobiology, Brown University, Providence, Rhode Island, USA.",Brown University,"75 Waterman St, Providence, RI 02912, USA"
Chitinase,35234337,Assetta B,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-L215, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,Erdemir GA,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-L215, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,Elias JA,"Department of Molecular Microbiology and Immunology, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-L215, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,Lee CG,"Department of Molecular Microbiology and Immunology, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, Box G-L215, 185 Meeting Street, Providence, RI 02912, USA"
Chitinase,35234337,Huang YA,"Center for Translational Neuroscience, Robert J. and Nancy D. Carney Institute for Brain Science and Brown Institute for Translational Science, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, 164 Angell St 4th floor, Providence, RI 02906, USA"
Chitinase,32350087,Dela Cruz CS,"Section of Pulmonary and Critical Care and Sleep Medicine, Dept of Medicine, Yale University School of Medicine, New Haven, CT, USA charles.delacruz@yale.edu.",Yale University School of Medicine,"300 Cedar St #441, New Haven, CT 06520, USA"
Chitinase,37255426,Devlin JR,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,37255426,Behnsen J,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,34056671,Han Y,"The Pennsylvania State University, Plant Science, University Park, PA, USA.",The Pennsylvania State University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,34056671,Taylor EB,"Department of Physiology and Biophysics, The University of Mississippi Medical Center, Jackson, MS, 39216, USA.",The University of Mississippi Medical Center,"Emergency Room, 2500 N State St, Jackson, MS 39216, USA"
Chitinase,34056671,Luthe D,"The Pennsylvania State University, Plant Science, University Park, PA, USA. dsl14@psu.edu.",The Pennsylvania State University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,35481637,Kaur H,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,35481637,Garber L,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,35481637,Murphy JW,"Department of Pharmacology, Yale University School of Medicine, New Haven, Connecticut, USA.",Yale University School of Medicine,"B208, 333 Cedar St Sterling Hall of Medicine, New Haven, CT 06510, USA"
Chitinase,35481637,Vinetz JM,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
β-Glucosidase,35224403,Morsby JJ,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,Thimes RL,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"252 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,Olson JE,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"253 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,McGarraugh HH,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"254 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,Payne JN,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"255 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,Camden JP,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"256 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,35224403,Smith BD,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"257 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
β-Glucosidase,37643188,Burgess ER,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,Sanscrainte ND,"USDA-ARS Center for Medical, Agricultural, and Veterinary Entomology, Gainesville, FL, United States of America.",Unparsed,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,Taylor CE,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,Buss LJ,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,Estep AS,"USDA-ARS Center for Medical, Agricultural, and Veterinary Entomology, Gainesville, FL, United States of America.",Unparsed,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
Glucosaminidase,35302753,Morsby JJ,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"257 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
Glucosaminidase,35302753,Smith BD,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"258 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States"
Glucosaminidase,36757204,Weaver A,"Department of Microbiology, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA.",Blavatnik Institute,"Building C, 240 Longwood Ave, Boston, MA 02115, USA"
Glucosaminidase,36757204,Dörr T,"Cornell Institute of Host-Microbe Interactions and Disease, Cornell University, Ithaca, New York, USA.",Cornell University,"304, Rice Hall, 340 Tower Rd, Ithaca, NY 14853, USA"
Glucosaminidase,37488890,Rouse CJ,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37488890,Jensen VN,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37488890,Heldermon CD,"University of Florida College of Medicine, Gainesville, FL, USA.",University of Florida College of Medicine,"1600 SW Archer Rd, Gainesville, FL 32610, USA"
Glucosaminidase,35128320,Ducey TF,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Novak JM,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Sigua GC,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Ippolito JA,"Department of Soil and Crop Sciences, Colorado State University, Fort Collins CO, USA.",Colorado State University,"307 University Ave, Fort Collins, CO 80521, USA"
Glucosaminidase,35128320,Rushmiller HC,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Watts DW,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Trippe KM,"National Forage Seed Production Research Center, Agricultural Research Service-USDA, Corvallis OR, USA.",Unparsed,"3450 SW Campus Way, Corvallis, OR 97331, USA"
Glucosaminidase,35128320,Spokas KA,"Soil and Water Management Research Unit, Agricultural Research Service-USDA, St. Paul MN, USA.",Unparsed,"1991 Upper Buford Cir # 454, St Paul, MN 55108, USA"
Glucosaminidase,35128320,Stone KC,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
Glucosaminidase,35128320,Johnson MG,"National Health and Environmental Effects Research Laboratory, US Environmental Protection Agency, Corvallis OR, USA.",National Health and Environmental Effects Research Laboratory,"200 SW 35th St, Corvallis, OR 97333, USA"
Glucosaminidase,32291269,Zager RA,"Department of Medicine, The University of Washington, Seattle, Washington.",The University of Washington,"1959 NE Pacific St, Seattle, WA 98195, USA"
Glucosaminidase,32291269,Johnson ACM,"Clinical Research Division, The Fred Hutchinson Cancer Research Center, Seattle, Washington.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA"
Glucosaminidase,32291269,Guillem A,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
Glucosaminidase,32291269,Keyser J,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
Glucosaminidase,32291269,Singh B,"Department of Medicine, The University of California, Irvine, California.",The University of California,"1001 Health Sciences Rd, Irvine, CA 92617, USA"
Glucosaminidase,36861850,Ordinola-Zapata R,"Division of Endodontics, Department of Restorative Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE Room 8-166, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,Costalonga M,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,Dietz M,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,Lima BP,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,Staley C,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36414253,DeMeester K,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"102 Brown Laboratory, University of Delaware, Newark, DE 19716, USA"
Glucosaminidase,36414253,Liang H,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"103 Brown Laboratory, University of Delaware, Newark, DE 19716, USA"
Glucosaminidase,36414253,Santiago C,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"104 Brown Laboratory, University of Delaware, Newark, DE 19716, USA"
Glucosaminidase,36414253,Leimkuhler Grimes C,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"105 Brown Laboratory, University of Delaware, Newark, DE 19716, USA"
Glucosaminidase,31717357,Swift SM,"Contrafect Corporation., Yonkers, NY 10701, USA.",Unparsed,"28 Wells Ave 3rd floor, Yonkers, NY 10701, USA"
Glucosaminidase,31717357,Reid KP,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"10300 Baltimore Avenue, Bldg. 200, Rm. 217, Barc-East, Beltsville, MD 20705, USA"
Glucosaminidase,31717357,Donovan DM,"Department of Biology, Morgan State University, Baltimore, MD 21251, USA.",Morgan State University,"1700 E Cold Spring Ln, Baltimore, MD 21251, USA"
Glucosaminidase,31717357,Ramsay TG,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"10300 Baltimore Avenue, Bldg. 200, Rm. 217, Barc-East, Beltsville, MD 20705, USA"
Glucosaminidase,33995318,Alster CJ,"Ecology and Evolutionary Biology, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"321 Steinhaus Hall, Irvine, CA 92697, USA"
Glucosaminidase,33995318,Allison SD,"Department of Earth System Science, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"3200 Croul Hall St, Irvine, CA 92697, USA"
Glucosaminidase,33995318,Glassman SI,"Department of Microbiology and Plant Pathology, University of California, Riverside, CA, United States.",University of California,"Office: Boyce Hall 3407, Boyce Hall 1463, Riverside, CA 92521, USA"
Glucosaminidase,33995318,Martiny AC,"Department of Earth System Science, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"3200 Croul Hall St, Irvine, CA 92697, USA"
Glucosaminidase,33995318,Treseder KK,"Ecology and Evolutionary Biology, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"321 Steinhaus Hall, Irvine, CA 92697, USA"
Glucosaminidase,34596381,Klose AM,"Department of Dermatology, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"40 Celebration Dr, Rochester, NY 14620, USA"
Glucosaminidase,34596381,Daiss JL,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,34596381,Ho L,"Department of Biomedical Engineering, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,34596381,Beck CA,"Department of Biostatistics and Computational Biology, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"University of Rochester Medical Center, Saunders Research Building, 265 Crittenden Blvd., Box 630, Rochester, NY 14642"
Glucosaminidase,34596381,Striemer CC,"Adarza BioSystems, Inc., St. Louis, Missouri 63146, United States.",Unparsed,"2184 Welsch Industrial Ct, St. Louis, MO 63146, USA"
Glucosaminidase,34596381,Muthukrishnan G,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,34596381,Miller BL,"Department of Biomedical Engineering, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
Glucosaminidase,37631877,Martins-Filho OA,"Laboratory of Diagnosis and Monitoring Biomarkers, René Rachou Research Center, Oswaldo Cruz Foundation, Belo Horizonte 30190-009, Brazil.",Laboratory of Diagnosis and Monitoring Biomarkers,"9381 Judicial Dr Suite 120, San Diego, CA 92121, USA"
β-Glucan,33125892,Li X,"Department of Basic and Translational Sciences, Penn Dental Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.",University of Pennsylvania,"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,33125892,Hajishengallis G,"Department of Basic and Translational Sciences, Penn Dental Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.",University of Pennsylvania,"240 S 40th St, Philadelphia, PA 19104, USA"
β-Glucan,34740960,Stothers CL,"Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN; cody.l.stothers@vanderbilt.edu.",Vanderbilt University Medical Center,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,34740960,Burelbach KR,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Owen AM,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Patil NK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,McBride MA,"Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN.",Vanderbilt University Medical Center,"1161 Medical Center Dr, Nashville, TN 37240, USA"
β-Glucan,34740960,Bohannon JK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Luan L,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Hernandez A,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Patil TK,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34740960,Williams DL,"Center for Inflammation, Infectious Disease and Immunity, Department of Surgery, James H. Quillen College of Medicine, East Tennessee State University, Johnson City, TN.",East Tennessee State University,"1276 Gilbreath Dr, Johnson City, TN 37614, USA"
β-Glucan,34740960,Sherwood ER,"Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and.",Vanderbilt University Medical Center,"1211 Medical Center Drive, Nashville, TN 37232, USA"
β-Glucan,34765834,Lowman DW,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,34765834,Ma Z,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,34765834,Kruppa MD,"Department of Biomedical Sciences, Quillen College of Medicine, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"178 Maple Ave, Mountain Home, TN 37684, USA"
β-Glucan,34765834,Rustchenko E,"Department of Biochemistry and Biophysics, University of Rochester Medical Center, Rochester, NY, USA.",University of Rochester Medical Center,"601 Elmwood Ave, Rochester, NY 14642, USA"
β-Glucan,34765834,Williams DL,"Center of Excellence in Inflammation, Infectious Disease and Immunity, PO Box 70442, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
β-Glucan,32758805,Liu K,"Grain Chemistry and Utilization Laboratory, National Small Grains and Potato Germplasm Research Unit, U.S. Dept. of Agriculture, Agricultural Research Service, 1691 S. 2700 W, Aberdeen, ID 83210, USA. Electronic address: Keshun.liu@usda.gov.",Grain Chemistry and Utilization Laboratory,"1691 S 2700 W, Aberdeen, ID 83210, USA"
β-Glucan,32758805,Wise ML,"Retired, formerly with Cereal Crops Research, U.S Dept. of Agriculture, Agricultural Research Service, 502 Walnut St, Madison, WI 53726, USA.",Unparsed,"502 Walnut St, Madison, WI 53726, USA"
β-Glucan,37272431,Narbad A,"Gut Health and Microbiome Institute Strategic Programme, Quadram Institute Bioscience, Norwich, UK.",Gut Health and Microbiome Institute Strategic Programme,"University of California San Diego, Atkinson Hall, 9500 Gilman Dr, La Jolla, CA 92093, USA"
Chitin,37111795,Kommineni N,"Center for Biomedical Research, Population Council, New York, NY 10065, USA.",Unparsed,"1230 York Ave, New York, NY 10065, USA"
